district_code,state_code,year,rainfall,rainfall_anom
23,2,2008,2041.577919,14.32098599
23,2,2009,1494.805607,-16.29628769
23,2,2010,1745.199301,-2.275145634
28,2,1981,1128.230951,-8.700126558
28,2,1982,1273.872956,3.08566664
28,2,1983,1163.546567,-5.842279663
28,2,1984,1102.914275,-10.74882882
28,2,1985,1311.774177,6.152748508
28,2,1986,1064.440564,-13.86223827
28,2,1987,969.5380182,-21.5420404
28,2,1988,1734.855931,40.38980833
28,2,1989,965.1458829,-21.89746532
28,2,1990,1426.389818,15.42779411
28,2,1991,1083.027906,-12.35809414
28,2,1992,1135.258925,-8.131401547
28,2,1993,1173.343731,-5.049463453
28,2,1994,1701.191326,37.66556629
28,2,1995,1467.858449,18.78356159
28,2,1996,1694.180926,37.09826348
28,2,1997,1638.250881,32.57223442
28,2,1998,1845.224556,49.32117247
28,2,1999,1440.015754,16.53044614
28,2,2000,1085.605933,-12.14947236
28,2,2001,1024.526019,-17.09224446
28,2,2002,1021.630956,-17.32652171
28,2,2003,1224.727814,-0.891307464
28,2,2004,1101.775787,-10.84095876
28,2,2005,1002.391596,-18.88342919
28,2,2006,963.324061,-22.04489268
28,2,2007,940.8546965,-23.86318187
28,2,2008,1186.90601,-3.951962661
28,2,2009,978.3069723,-20.83243001
28,2,2010,1223.15082,-1.01892264
24,2,1981,1307.657863,-19.07388593
24,2,1982,1648.692944,2.031515337
24,2,1983,1444.022096,-10.63480733
24,2,1984,1325.825678,-17.94954697
24,2,1985,1554.64302,-3.788886997
24,2,1986,1745.580617,8.027535435
24,2,1987,1412.816731,-12.5659921
24,2,1988,2384.201563,47.54942648
24,2,1989,1560.550872,-3.423271901
24,2,1990,2301.005024,42.40070001
24,2,1991,1719.291391,6.400592363
24,2,1992,1958.302533,21.19210896
24,2,1993,1759.132203,8.86619304
24,2,1994,2022.851179,25.18678621
24,2,1995,1933.362749,19.64867786
24,2,1996,1964.740042,21.5905026
24,2,1997,1948.579488,20.59038562
24,2,1998,2097.679935,29.81766146
24,2,1999,1805.748616,11.75111065
24,2,2000,1389.466768,-14.01103505
24,2,2001,1403.155868,-13.16386719
24,2,2002,949.1900399,-41.25813514
24,2,2003,1240.866478,-23.20735798
24,2,2004,1245.523639,-22.91914349
24,2,2005,1459.645283,-9.667945962
24,2,2006,1108.554152,-31.395679
24,2,2007,1473.645123,-8.801547622
24,2,2008,1697.907542,5.077225002
24,2,2009,1205.181015,-25.41579943
24,2,2010,1408.170681,-12.85351894
34,2,1981,874.9408779,2.87361828
34,2,1982,1761.966196,107.1680984
34,2,1983,895.6922574,5.313519699
34,2,1984,584.6838007,-31.25416854
34,2,1985,961.1211275,13.00650192
34,2,1986,932.794538,9.675924006
34,2,1987,723.5879108,-14.9221297
34,2,1988,1003.73529,18.01698111
34,2,1989,1030.090512,21.11576999
34,2,1990,815.1268425,-4.159184056
34,2,1991,810.5666333,-4.695363388
34,2,1992,842.4925872,-0.941580155
34,2,1993,808.230504,-4.970040313
34,2,1994,945.4505416,11.16398899
34,2,1995,994.039997,16.87702996
34,2,1996,1001.64351,17.77103421
34,2,1997,835.2648013,-1.791407278
34,2,1998,1029.840944,21.08642639
34,2,1999,494.7500218,-41.82838387
34,2,2000,676.7971987,-20.42367841
34,2,2001,521.379515,-38.6973468
34,2,2002,1145.840086,34.72534958
34,2,2003,499.2997309,-41.2934391
34,2,2004,553.6713646,-34.90054237
34,2,2005,840.5940824,-1.164802162
34,2,2006,585.5396159,-31.15354368
34,2,2007,855.3582435,0.571135329
34,2,2008,876.0252946,3.001121602
34,2,2009,486.5182247,-42.79626041
34,2,2010,1127.979751,32.62537075
26,2,1981,1288.428476,19.30524139
26,2,1982,1467.553639,35.89178169
26,2,1983,1063.197583,-1.550573691
26,2,1984,755.8118031,-30.01372502
26,2,1985,1082.681783,0.253614283
26,2,1986,1187.088873,9.921448657
26,2,1987,1007.013031,-6.753122171
26,2,1988,1689.938508,56.48406211
26,2,1989,1048.634692,-2.899060872
26,2,1990,1288.751462,19.33514911
26,2,1991,912.4679219,-15.50776182
26,2,1992,1047.25629,-3.02669742
26,2,1993,1025.225763,-5.066668853
26,2,1994,1167.974183,8.151476355
26,2,1995,1181.97832,9.44822423
26,2,1996,1144.927813,6.017440302
26,2,1997,1262.920426,16.94326
26,2,1998,1164.569823,7.836241153
26,2,1999,819.7089589,-24.09700886
26,2,2000,980.8231495,-9.178239399
26,2,2001,935.0510702,-13.416619
26,2,2002,798.1945914,-26.08918526
26,2,2003,832.3150955,-22.92971226
26,2,2004,759.7396963,-29.65001198
26,2,2005,1084.082259,0.383294794
26,2,2006,1095.676109,1.456856244
26,2,2007,954.0876179,-11.65388249
26,2,2008,1101.572607,2.002857121
26,2,2009,910.9099826,-15.65202309
26,2,2010,1339.705281,24.05334474
25,2,1981,1123.472728,3.026758868
25,2,1982,1574.329845,44.3720861
25,2,1983,1035.825432,-5.010834394
25,2,1984,815.4770893,-25.21762266
25,2,1985,1010.335258,-7.348381102
25,2,1986,1300.735226,19.28240995
25,2,1987,965.5511964,-11.45525134
25,2,1988,1714.266957,57.20485602
25,2,1989,1186.573178,8.813312274
25,2,1990,1213.287387,11.26310772
25,2,1991,1117.471538,2.47642675
25,2,1992,1136.54561,4.22559236
25,2,1993,963.5231719,-11.64122897
25,2,1994,1168.724017,7.176475744
25,2,1995,1398.666095,28.26304636
25,2,1996,1425.313438,30.70670987
25,2,1997,1268.498556,16.32618365
25,2,1998,1151.155255,5.56535283
25,2,1999,632.0106256,-42.04220118
25,2,2000,839.9785931,-22.97074077
25,2,2001,810.9090235,-25.63653182
25,2,2002,971.7400863,-10.88770639
25,2,2003,622.8171442,-42.88527869
25,2,2004,604.2544228,-44.58755145
25,2,2005,1199.997545,10.04437819
25,2,2006,1278.142701,17.21058878
25,2,2007,928.3244018,-14.86909121
25,2,2008,1116.895251,2.423579018
25,2,2009,858.1747684,-21.3020817
