"state_code","district_code","social_group","size_class","holding_no","holding_ar","holding_whly.owned_self.operatd_no","holding_whly.owned_self.operatd_ar","holding_whly_leased.in_no","holding_whly_leased.in_ar","holding_whly.operatd_no","holding_whly.operatd_ar","holding_partly.ownd_leased.in_operatd_no","holding_partly.ownd_leased.in_operatd_ownd.ar","holding_partly.ownd_leased.in_operatd_leasdin.ar","holding_partly.ownd_leased.in_operatd_operatd.ar","holding_partly.ownd_leased.in_operatd_tot.ar"
36,542,1,21,1542,2017,1542,2017,0,0,0,0,0,0,0,0,0
36,543,1,21,2076,2796,1998,2689,6,10,0,0,72,68,30,0,97
36,544,1,21,1129,1543,1086,1486,0,0,1,2,42,37,12,6,56
36,545,1,21,2743,3682,2721,3658,20,23,2,2,0,0,0,0,0
36,546,1,21,4469,6090,4469,6090,0,0,0,0,0,0,0,0,0
36,547,1,21,4422,5951,4108,5529,234,315,0,0,80,66,40,0,107
36,548,1,21,5376,7211,5376,7211,0,0,0,0,0,0,0,0,0
36,549,1,21,15758,22123,15758,22123,0,0,0,0,0,0,0,0,0
36,550,1,21,11591,15537,11548,15468,26,44,6,9,11,7,0,8,16
36,551,1,21,7920,11068,7900,11042,13,17,7,10,0,0,0,0,0
36,552,1,21,20608,28737,20566,28669,16,23,0,0,26,18,27,0,45
36,553,1,21,22432,32555,22413,32528,0,0,19,28,0,0,0,0,0
36,554,1,21,13019,17902,12983,17856,17,23,0,0,19,12,11,0,23
37,532,3,21,90217,129447,90086,129252,60,81,9,16,62,61,37,0,97
37,533,3,21,91437,128017,91361,127905,72,108,0,0,4,3,1,0,4
37,534,3,21,126752,178297,126430,177819,106,156,0,0,216,168,154,0,321
37,535,3,21,120377,168747,120373,168742,0,0,4,5,0,0,0,0,0
36,537,3,21,67816,95571,67790,95534,15,17,11,19,0,0,0,0,0
37,538,3,21,197502,282862,197489,282839,3,4,0,0,10,17,2,0,19
37,539,3,21,155305,220963,155210,220813,32,53,0,0,63,63,33,0,96
37,540,3,21,105740,148796,105472,148418,222,317,12,18,34,17,25,0,43
37,541,3,21,62730,87930,61793,86569,756,1084,0,0,181,154,113,10,277
36,542,3,21,62857,86492,62685,86247,0,0,0,0,172,177,67,0,244
36,543,3,21,57096,79057,55519,76875,369,465,0,0,1208,1038,677,2,1717
36,544,3,21,41078,55861,39589,53837,0,0,79,103,1410,1408,316,197,1921
36,545,3,21,72592,99582,72128,98938,91,119,13,21,360,285,218,1,504
36,546,3,21,78380,108878,78175,108589,201,284,4,5,0,0,0,0,0
36,547,3,21,91402,127884,84607,118147,3812,5408,6,7,2977,2690,1632,0,4322
36,548,3,21,140692,195277,140675,195248,17,28,0,0,0,0,0,0,0
36,549,3,21,151097,215873,151092,215865,0,0,5,8,0,0,0,0,0
36,550,3,21,77841,109836,77497,109318,191,303,53,71,100,71,72,0,143
36,551,3,21,113575,163190,113539,163137,0,0,36,53,0,0,0,0,0
36,552,3,21,163417,233865,162939,233121,435,676,0,0,43,29,38,0,67
36,553,3,21,209985,309988,209663,309552,0,0,322,436,0,0,0,0,0
36,554,3,21,128363,181152,127808,180374,435,603,46,73,74,53,48,1,102
37,532,2,21,34794,49802,34597,49493,184,290,6,11,7,5,3,0,9
37,533,2,21,10578,14239,10578,14239,0,0,0,0,0,0,0,0,0
37,534,2,21,4278,5858,4278,5858,0,0,0,0,0,0,0,0,0
37,535,2,21,9878,13656,9878,13656,0,0,0,0,0,0,0,0,0
36,537,2,21,8025,11053,8025,11053,0,0,0,0,0,0,0,0,0
37,538,2,21,23940,33489,23940,33489,0,0,0,0,0,0,0,0,0
37,539,2,21,21197,29224,21190,29216,7,8,0,0,0,0,0,0,0
37,540,2,21,24633,33921,24592,33873,23,29,0,0,18,0,20,0,20
37,541,2,21,37471,52243,37199,51874,162,209,0,0,110,86,64,9,160
36,542,2,21,6389,8584,6382,8576,0,0,7,8,0,0,0,0,0
36,543,2,21,8020,11019,7947,10915,19,29,0,0,54,47,28,0,75
36,544,2,21,26679,37972,26562,37800,0,0,0,0,117,126,40,6,171
36,545,2,21,11213,16283,11213,16283,0,0,0,0,0,0,0,0,0
36,546,2,21,4306,6112,4306,6112,0,0,0,0,0,0,0,0,0
36,547,2,21,1874,2640,1794,2526,43,55,0,0,37,35,18,6,59
36,548,2,21,4635,6306,4635,6306,0,0,0,0,0,0,0,0,0
36,549,2,21,3211,4500,3211,4500,0,0,0,0,0,0,0,0,0
36,550,2,21,2678,3559,2653,3526,0,0,8,15,17,12,7,0,19
36,551,2,21,1974,2727,1974,2727,0,0,0,0,0,0,0,0,0
36,552,2,21,3671,5116,3669,5113,2,3,0,0,0,0,0,0,0
36,553,2,21,11031,16178,11031,16178,0,0,0,0,0,0,0,0,0
36,554,2,21,3044,4243,3042,4241,2,2,0,0,0,0,0,0,0
37,532,99,21,143934,205874,143351,204986,479,724,20,37,84,78,49,0,126
37,533,99,21,112836,156787,112758,156673,74,111,0,0,4,3,1,0,4
37,534,99,21,145008,203103,144576,202470,177,251,4,6,251,198,179,0,376
37,535,99,21,148880,207685,148876,207680,0,0,4,5,0,0,0,0,0
36,537,99,21,87956,123362,87930,123325,15,17,11,19,0,0,0,0,0
37,538,99,21,249386,355356,249373,355332,3,4,0,0,10,17,2,0,19
37,539,99,21,191508,270762,191393,270589,45,70,0,0,70,66,37,0,103
37,540,99,21,141881,198412,141566,197974,245,346,12,18,58,18,56,0,74
37,541,99,21,105973,148011,104715,146211,949,1338,0,0,309,253,188,21,462
36,542,99,21,70894,97255,70715,97003,0,0,7,8,172,177,67,0,244
36,543,99,21,67198,92882,65470,90490,394,503,0,0,1334,1153,734,2,1889
36,544,99,21,68929,95438,67280,93185,0,0,80,105,1569,1571,368,208,2148
36,545,99,21,86674,119731,86188,119062,111,142,15,23,360,285,218,1,504
36,546,99,21,87299,121288,87094,120999,201,284,4,5,0,0,0,0,0
36,547,99,21,97699,136477,90510,126204,4089,5778,6,7,3094,2791,1691,6,4488
36,548,99,21,150845,209008,150828,208980,17,28,0,0,0,0,0,0,0
36,549,99,21,170081,242517,170076,242509,0,0,5,8,0,0,0,0,0
36,550,99,21,92262,129146,91850,128526,217,347,67,95,128,90,79,8,178
36,551,99,21,123474,176991,123418,176911,13,17,43,63,0,0,0,0,0
36,552,99,21,187698,267721,187176,266907,453,702,0,0,69,47,65,0,112
36,553,99,21,243528,358835,243187,358371,0,0,341,464,0,0,0,0,0
36,554,99,21,144431,203304,143838,202479,454,628,46,73,93,64,58,1,124
37,532,4,12,12,9,12,9,0,0,0,0,0,0,0,0,0
37,533,4,12,5,3,5,3,0,0,0,0,0,0,0,0,0
37,534,4,12,2,1,2,1,0,0,0,0,0,0,0,0,0
37,535,4,12,25,18,25,18,0,0,0,0,0,0,0,0,0
36,537,4,12,4,3,4,3,0,0,0,0,0,0,0,0,0
37,538,4,12,1,1,1,1,0,0,0,0,0,0,0,0,0
37,539,4,12,7,6,7,6,0,0,0,0,0,0,0,0,0
37,540,4,12,1,1,1,1,0,0,0,0,0,0,0,0,0
37,541,4,12,7,5,7,5,0,0,0,0,0,0,0,0,0
36,542,4,12,44,32,44,32,0,0,0,0,0,0,0,0,0
36,543,4,12,3,2,3,2,0,0,0,0,0,0,0,0,0
36,544,4,12,21,15,21,15,0,0,0,0,0,0,0,0,0
36,545,4,12,145,106,145,106,0,0,0,0,0,0,0,0,0
36,546,4,12,96,69,96,69,0,0,0,0,0,0,0,0,0
36,547,4,12,4,3,4,3,0,0,0,0,0,0,0,0,0
36,548,4,12,11,8,11,8,0,0,0,0,0,0,0,0,0
36,549,4,12,13,10,13,10,0,0,0,0,0,0,0,0,0
36,550,4,12,104,77,104,77,0,0,0,0,0,0,0,0,0
36,551,4,12,1,1,1,1,0,0,0,0,0,0,0,0,0
36,552,4,12,3,2,3,2,0,0,0,0,0,0,0,0,0
36,553,4,12,80,57,80,57,0,0,0,0,0,0,0,0,0
36,554,4,12,2,2,2,2,0,0,0,0,0,0,0,0,0
37,532,1,12,20153,14918,20035,14828,106,80,8,7,4,1,2,0,3
37,533,1,12,17068,12321,17061,12315,5,4,0,0,2,2,0,0,2
37,534,1,12,24933,17882,24872,17836,56,43,0,0,5,1,2,0,3
37,535,1,12,29765,21406,29765,21406,0,0,0,0,0,0,0,0,0
36,537,1,12,15700,11485,15694,11480,6,6,0,0,0,0,0,0,0
37,538,1,12,36601,26911,36601,26911,0,0,0,0,0,0,0,0,0
37,539,1,12,22607,16367,22607,16367,0,0,0,0,0,0,0,0,0
37,540,1,12,19501,14029,19383,13946,89,63,0,0,29,4,16,0,20
37,541,1,12,10427,7394,10337,7329,86,62,0,0,4,3,1,0,3
36,542,1,12,4918,3485,4918,3485,0,0,0,0,0,0,0,0,0
36,543,1,12,4555,3232,4488,3187,20,12,0,0,47,20,14,0,33
36,544,1,12,2486,1767,2418,1715,0,0,0,0,68,37,11,3,51
36,545,1,12,7709,5298,7638,5245,69,52,0,0,2,1,0,0,1
36,546,1,12,9241,6521,9168,6476,10,8,0,0,63,26,12,0,38
36,547,1,12,10098,7219,9451,6723,516,401,0,0,131,61,34,0,95
36,548,1,12,11833,8364,11833,8364,0,0,0,0,0,0,0,0,0
36,549,1,12,17155,12552,17155,12552,0,0,0,0,0,0,0,0,0
36,550,1,12,21085,15125,21065,15111,8,5,8,5,4,2,0,2,4
36,551,1,12,13934,9722,13934,9722,0,0,0,0,0,0,0,0,0
36,552,1,12,24489,17972,24453,17948,36,24,0,0,0,0,0,0,0
36,553,1,12,20868,15585,20868,15585,0,0,0,0,0,0,0,0,0
36,554,1,12,24132,17015,24104,16991,10,10,5,3,13,6,5,0,11
37,532,3,12,72023,53527,71995,53506,6,4,0,0,22,8,9,0,18
37,533,3,12,100012,73369,99991,73355,4,3,0,0,17,8,3,0,12
37,534,3,12,141990,103955,141814,103823,141,105,5,5,30,11,12,0,22
37,535,3,12,135166,98632,135166,98632,0,0,0,0,0,0,0,0,0
36,537,3,12,67843,49989,67843,49989,0,0,0,0,0,0,0,0,0
37,538,3,12,182361,135716,182353,135709,3,2,0,0,5,4,1,0,5
37,539,3,12,141523,104638,141463,104591,4,3,6,4,50,25,15,0,40
37,540,3,12,114852,84366,114189,83887,576,415,0,0,87,26,38,0,64
37,541,3,12,68872,50509,68205,50006,637,481,0,0,30,6,15,1,22
36,542,3,12,103322,73699,103145,73574,28,18,0,0,149,57,49,0,106
36,543,3,12,85621,61482,83406,59862,914,620,0,0,1301,535,462,4,1001
36,544,3,12,78967,55448,76458,53670,164,105,195,136,2150,1020,363,153,1537
36,545,3,12,124563,89313,124001,88905,265,181,0,0,297,134,92,0,227
36,546,3,12,115321,83353,114850,83014,66,53,0,0,405,157,129,0,286
36,547,3,12,125883,92052,120202,87769,4140,3080,32,20,1509,683,501,0,1184
36,548,3,12,192300,139401,192296,139397,4,4,0,0,0,0,0,0,0
36,549,3,12,143493,105187,143493,105187,0,0,0,0,0,0,0,0,0
36,550,3,12,83045,60790,82751,60565,166,124,42,31,86,26,41,2,69
36,551,3,12,101477,73988,101451,73968,0,0,26,20,0,0,0,0,0
36,552,3,12,131200,98126,130887,97903,292,209,0,0,21,4,10,0,14
36,553,3,12,122632,92710,122366,92474,0,0,266,236,0,0,0,0,0
36,554,3,12,147706,106925,147479,106752,193,146,0,0,34,14,13,0,27
37,532,2,12,22965,17300,22894,17246,71,54,0,0,0,0,0,0,0
37,533,2,12,13195,9767,13195,9767,0,0,0,0,0,0,0,0,0
37,534,2,12,5744,4193,5744,4193,0,0,0,0,0,0,0,0,0
37,535,2,12,10803,7950,10803,7950,0,0,0,0,0,0,0,0,0
36,537,2,12,9061,6712,9061,6712,0,0,0,0,0,0,0,0,0
37,538,2,12,25444,18841,25444,18841,0,0,0,0,0,0,0,0,0
37,539,2,12,24934,18315,24921,18305,0,0,4,3,9,3,3,0,6
37,540,2,12,29754,21999,29644,21922,83,62,0,0,27,10,5,0,15
37,541,2,12,41686,30697,41500,30546,172,140,0,0,14,5,6,0,10
36,542,2,12,10287,7526,10267,7513,0,0,20,13,0,0,0,0,0
36,543,2,12,10397,7579,10345,7536,30,24,0,0,22,10,10,0,19
36,544,2,12,24516,18132,24376,18030,8,4,5,4,127,66,21,7,94
36,545,2,12,8431,6303,8431,6303,0,0,0,0,0,0,0,0,0
36,546,2,12,4933,3626,4926,3621,0,0,0,0,7,3,2,0,5
36,547,2,12,3163,2316,3131,2295,32,21,0,0,0,0,0,0,0
36,548,2,12,6342,4639,6342,4639,0,0,0,0,0,0,0,0,0
36,549,2,12,3597,2622,3597,2622,0,0,0,0,0,0,0,0,0
36,550,2,12,5970,4296,5967,4295,0,0,0,0,3,1,0,1,2
36,551,2,12,3000,2097,3000,2097,0,0,0,0,0,0,0,0,0
36,552,2,12,3460,2576,3460,2576,0,0,0,0,0,0,0,0,0
36,553,2,12,6801,5173,6801,5173,0,0,0,0,0,0,0,0,0
36,554,2,12,4960,3521,4953,3517,7,4,0,0,0,0,0,0,0
37,532,99,12,115153,85754,114936,85589,183,138,8,7,26,10,11,0,21
37,533,99,12,130280,95460,130252,95440,9,7,0,0,19,10,4,0,14
37,534,99,12,172669,126030,172432,125853,197,147,5,5,35,12,14,0,26
37,535,99,12,175759,128007,175759,128007,0,0,0,0,0,0,0,0,0
36,537,99,12,92608,68189,92602,68183,6,6,0,0,0,0,0,0,0
37,538,99,12,244407,181468,244399,181461,3,2,0,0,5,4,1,0,5
37,539,99,12,189071,139326,188998,139269,4,3,10,7,59,28,18,0,47
37,540,99,12,164108,120394,163217,119755,748,540,0,0,143,40,59,0,99
37,541,99,12,120992,88605,120049,87886,895,683,0,0,48,13,22,1,36
36,542,99,12,118571,84742,118374,84604,28,18,20,13,149,57,49,0,106
36,543,99,12,100576,72296,98242,70587,964,655,0,0,1370,564,485,4,1053
36,544,99,12,105990,75362,103273,73430,172,110,200,140,2345,1123,396,163,1682
36,545,99,12,140848,101019,140215,100558,334,233,0,0,299,135,93,0,228
36,546,99,12,129591,93569,129040,93179,76,61,0,0,475,186,143,0,329
36,547,99,12,139148,101590,132788,96789,4688,3502,32,20,1640,744,535,0,1279
36,548,99,12,210486,152412,210482,152408,4,4,0,0,0,0,0,0,0
36,549,99,12,164258,120371,164258,120371,0,0,0,0,0,0,0,0,0
36,550,99,12,110204,80288,109887,80048,174,129,50,37,93,28,41,6,75
36,551,99,12,118412,85808,118386,85788,0,0,26,20,0,0,0,0,0
36,552,99,12,159152,118677,158803,118429,328,233,0,0,21,4,10,0,14
36,553,99,12,150381,113525,150115,113289,0,0,266,236,0,0,0,0,0
36,554,99,12,176800,127463,176538,127262,210,160,5,3,47,20,18,0,39
37,532,4,32,3,10,3,10,0,0,0,0,0,0,0,0,0
37,533,4,32,3,10,3,10,0,0,0,0,0,0,0,0,0
37,534,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0
37,535,4,32,11,37,11,37,0,0,0,0,0,0,0,0,0
36,537,4,32,15,51,15,51,0,0,0,0,0,0,0,0,0
37,538,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0
37,539,4,32,10,34,10,34,0,0,0,0,0,0,0,0,0
37,540,4,32,1,3,1,3,0,0,0,0,0,0,0,0,0
37,541,4,32,17,60,17,60,0,0,0,0,0,0,0,0,0
36,542,4,32,36,125,36,125,0,0,0,0,0,0,0,0,0
36,543,4,32,8,26,8,26,0,0,0,0,0,0,0,0,0
36,544,4,32,11,38,11,38,0,0,0,0,0,0,0,0,0
36,545,4,32,48,166,48,166,0,0,0,0,0,0,0,0,0
36,546,4,32,53,185,53,185,0,0,0,0,0,0,0,0,0
36,547,4,32,1,4,1,4,0,0,0,0,0,0,0,0,0
36,548,4,32,70,244,70,244,0,0,0,0,0,0,0,0,0
36,549,4,32,12,40,12,40,0,0,0,0,0,0,0,0,0
36,550,4,32,51,175,51,175,0,0,0,0,0,0,0,0,0
36,551,4,32,1,3,1,3,0,0,0,0,0,0,0,0,0
36,552,4,32,1,3,1,3,0,0,0,0,0,0,0,0,0
36,553,4,32,67,230,67,230,0,0,0,0,0,0,0,0,0
36,554,4,32,2,7,2,7,0,0,0,0,0,0,0,0,0
37,532,1,32,2165,7452,2122,7308,25,86,9,29,9,17,12,0,29
37,533,1,32,364,1231,364,1231,0,0,0,0,0,0,0,0,0
37,534,1,32,640,2183,640,2183,0,0,0,0,0,0,0,0,0
37,535,1,32,772,2623,772,2623,0,0,0,0,0,0,0,0,0
36,537,1,32,903,3069,903,3069,0,0,0,0,0,0,0,0,0
37,538,1,32,1995,6818,1995,6818,0,0,0,0,0,0,0,0,0
37,539,1,32,847,2895,847,2895,0,0,0,0,0,0,0,0,0
37,540,1,32,762,2631,762,2631,0,0,0,0,0,0,0,0,0
37,541,1,32,374,1281,368,1259,1,5,0,0,5,7,7,3,18
36,542,1,32,31,104,31,104,0,0,0,0,0,0,0,0,0
36,543,1,32,130,456,130,456,0,0,0,0,0,0,0,0,0
36,544,1,32,51,172,51,172,0,0,0,0,0,0,0,0,0
36,545,1,32,188,644,188,644,0,0,0,0,0,0,0,0,0
36,546,1,32,258,884,258,884,0,0,0,0,0,0,0,0,0
36,547,1,32,277,955,233,808,27,90,0,0,17,46,11,0,57
36,548,1,32,369,1254,369,1254,0,0,0,0,0,0,0,0,0
36,549,1,32,949,3262,949,3262,0,0,0,0,0,0,0,0,0
36,550,1,32,468,1608,466,1601,0,0,0,0,2,4,3,0,7
36,551,1,32,227,760,227,760,0,0,0,0,0,0,0,0,0
36,552,1,32,1843,6295,1839,6278,4,17,0,0,0,0,0,0,0
36,553,1,32,1417,4809,1417,4809,0,0,0,0,0,0,0,0,0
36,554,1,32,405,1371,405,1371,0,0,0,0,0,0,0,0,0
37,532,3,32,12509,43031,12468,42891,0,0,0,0,41,96,44,0,140
37,533,3,32,7170,24558,7170,24558,0,0,0,0,0,0,0,0,0
37,534,3,32,12715,43588,12684,43482,0,0,0,0,31,77,29,0,106
37,535,3,32,12057,41421,12057,41421,0,0,0,0,0,0,0,0,0
36,537,3,32,9231,31738,9217,31687,14,51,0,0,0,0,0,0,0
37,538,3,32,26664,91602,26664,91602,0,0,0,0,0,0,0,0,0
37,539,3,32,22037,75742,22037,75742,0,0,0,0,0,0,0,0,0
37,540,3,32,11805,40557,11790,40501,15,56,0,0,0,0,0,0,0
37,541,3,32,8518,29324,8191,28183,115,403,0,0,212,417,300,20,737
36,542,3,32,4915,16889,4877,16760,0,0,0,0,38,95,34,0,129
36,543,3,32,6486,22505,6035,20849,15,51,0,0,436,1116,489,0,1605
36,544,3,32,3103,10550,2961,10073,0,0,3,12,139,385,61,19,465
36,545,3,32,7225,24781,7168,24596,20,62,0,0,37,79,45,0,123
36,546,3,32,9541,32896,9527,32849,4,13,0,0,10,19,0,16,35
36,547,3,32,12420,42669,11043,37891,391,1367,0,0,986,2114,1297,0,3410
36,548,3,32,14884,51040,14879,51021,0,0,0,0,5,14,5,0,19
36,549,3,32,24242,83503,24242,83503,0,0,0,0,0,0,0,0,0
36,550,3,32,10359,35599,10288,35364,36,120,0,0,35,63,40,13,115
36,551,3,32,14352,49117,14352,49117,0,0,0,0,0,0,0,0,0
36,552,3,32,30626,105521,30595,105415,18,59,0,0,13,25,22,0,46
36,553,3,32,35876,123279,35876,123279,0,0,0,0,0,0,0,0,0
36,554,3,32,11844,40634,11798,40481,19,57,6,18,21,45,33,0,78
37,532,2,32,6496,22278,6360,21800,136,478,0,0,0,0,0,0,0
37,533,2,32,250,842,250,842,0,0,0,0,0,0,0,0,0
37,534,2,32,230,800,230,800,0,0,0,0,0,0,0,0,0
37,535,2,32,667,2285,667,2285,0,0,0,0,0,0,0,0,0
36,537,2,32,659,2256,644,2203,0,0,15,53,0,0,0,0,0
37,538,2,32,2007,6866,2007,6866,0,0,0,0,0,0,0,0,0
37,539,2,32,1638,5605,1638,5605,0,0,0,0,0,0,0,0,0
37,540,2,32,1790,6140,1790,6140,0,0,0,0,0,0,0,0,0
37,541,2,32,4913,16844,4767,16343,2,6,0,0,144,293,164,38,495
36,542,2,32,344,1169,344,1169,0,0,0,0,0,0,0,0,0
36,543,2,32,907,3106,899,3079,0,0,0,0,8,23,5,0,27
36,544,2,32,6314,21787,6268,21635,0,0,0,0,46,113,39,0,152
36,545,2,32,2999,10349,2999,10349,0,0,0,0,0,0,0,0,0
36,546,2,32,654,2250,654,2250,0,0,0,0,0,0,0,0,0
36,547,2,32,150,514,149,510,1,3,0,0,0,0,0,0,0
36,548,2,32,313,1071,313,1071,0,0,0,0,0,0,0,0,0
36,549,2,32,209,716,209,716,0,0,0,0,0,0,0,0,0
36,550,2,32,118,404,118,404,0,0,0,0,0,0,0,0,0
36,551,2,32,87,296,87,296,0,0,0,0,0,0,0,0,0
36,552,2,32,456,1558,456,1558,0,0,0,0,0,0,0,0,0
36,553,2,32,885,3034,885,3034,0,0,0,0,0,0,0,0,0
36,554,2,32,125,425,125,425,0,0,0,0,0,0,0,0,0
37,532,99,32,21173,72771,20953,72010,161,564,9,29,50,113,55,0,169
37,533,99,32,7787,26641,7787,26641,0,0,0,0,0,0,0,0,0
37,534,99,32,13585,46571,13554,46465,0,0,0,0,31,77,29,0,106
37,535,99,32,13507,46366,13507,46366,0,0,0,0,0,0,0,0,0
36,537,99,32,10808,37114,10779,37010,14,51,15,53,0,0,0,0,0
37,538,99,32,30666,105287,30666,105287,0,0,0,0,0,0,0,0,0
37,539,99,32,24532,84276,24532,84276,0,0,0,0,0,0,0,0,0
37,540,99,32,14358,49332,14343,49276,15,56,0,0,0,0,0,0,0
37,541,99,32,13822,47509,13343,45845,118,414,0,0,361,717,472,61,1250
36,542,99,32,5326,18288,5288,18158,0,0,0,0,38,95,34,0,129
36,543,99,32,7531,26094,7072,24409,15,51,0,0,444,1139,494,0,1633
36,544,99,32,9479,32548,9291,31918,0,0,3,12,185,498,100,19,618
36,545,99,32,10460,35939,10403,35754,20,62,0,0,37,79,45,0,123
36,546,99,32,10506,36215,10492,36167,4,13,0,0,10,19,0,16,35
36,547,99,32,12848,44141,11426,39214,419,1460,0,0,1003,2160,1308,0,3467
36,548,99,32,15636,53609,15631,53590,0,0,0,0,5,14,5,0,19
36,549,99,32,25412,87521,25412,87521,0,0,0,0,0,0,0,0,0
36,550,99,32,10996,37786,10923,37544,36,120,0,0,37,66,43,13,122
36,551,99,32,14667,50176,14667,50176,0,0,0,0,0,0,0,0,0
36,552,99,32,32926,113377,32891,113254,22,76,0,0,13,25,22,0,46
36,553,99,32,38245,131352,38245,131352,0,0,0,0,0,0,0,0,0
36,554,99,32,12376,42437,12330,42283,19,57,6,18,21,45,33,0,78
37,532,4,31,6,15,6,15,0,0,0,0,0,0,0,0,0
37,533,4,31,10,24,10,24,0,0,0,0,0,0,0,0,0
37,534,4,31,4,10,4,10,0,0,0,0,0,0,0,0,0
37,535,4,31,21,47,21,47,0,0,0,0,0,0,0,0,0
36,537,4,31,37,94,37,94,0,0,0,0,0,0,0,0,0
37,538,4,31,2,5,2,5,0,0,0,0,0,0,0,0,0
37,539,4,31,11,27,11,27,0,0,0,0,0,0,0,0,0
37,540,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0
37,541,4,31,36,91,36,91,0,0,0,0,0,0,0,0,0
36,542,4,31,84,204,84,204,0,0,0,0,0,0,0,0,0
36,543,4,31,12,28,12,28,0,0,0,0,0,0,0,0,0
36,544,4,31,20,48,20,48,0,0,0,0,0,0,0,0,0
36,545,4,31,71,173,71,173,0,0,0,0,0,0,0,0,0
36,546,4,31,88,219,88,219,0,0,0,0,0,0,0,0,0
36,547,4,31,1,2,1,2,0,0,0,0,0,0,0,0,0
36,548,4,31,92,225,92,225,0,0,0,0,0,0,0,0,0
36,549,4,31,21,51,21,51,0,0,0,0,0,0,0,0,0
36,550,4,31,72,183,72,183,0,0,0,0,0,0,0,0,0
36,551,4,31,2,5,2,5,0,0,0,0,0,0,0,0,0
36,552,4,31,4,10,4,10,0,0,0,0,0,0,0,0,0
36,553,4,31,66,167,66,167,0,0,0,0,0,0,0,0,0
36,554,4,31,3,7,3,7,0,0,0,0,0,0,0,0,0
37,532,1,31,8827,19880,8655,19496,167,372,0,0,5,9,3,0,12
37,533,1,31,1728,3990,1728,3990,0,0,0,0,0,0,0,0,0
37,534,1,31,2567,5999,2567,5999,0,0,0,0,0,0,0,0,0
37,535,1,31,3507,8189,3507,8189,0,0,0,0,0,0,0,0,0
36,537,1,31,3198,7475,3198,7475,0,0,0,0,0,0,0,0,0
37,538,1,31,7998,18846,7998,18846,0,0,0,0,0,0,0,0,0
37,539,1,31,3313,7819,3306,7800,0,0,7,19,0,0,0,0,0
37,540,1,31,2713,6466,2713,6466,0,0,0,0,0,0,0,0,0
37,541,1,31,1607,3701,1572,3623,12,26,0,0,23,30,21,1,52
36,542,1,31,148,350,148,350,0,0,0,0,0,0,0,0,0
36,543,1,31,426,988,419,972,0,0,0,0,7,12,4,0,16
36,544,1,31,216,486,215,484,0,0,0,0,1,2,0,0,2
36,545,1,31,568,1359,561,1341,0,0,0,0,7,13,6,0,18
36,546,1,31,975,2267,975,2267,0,0,0,0,0,0,0,0,0
36,547,1,31,956,2269,895,2132,39,87,0,0,22,26,23,0,50
36,548,1,31,1120,2658,1120,2658,0,0,0,0,0,0,0,0,0
36,549,1,31,5007,11233,5007,11233,0,0,0,0,0,0,0,0,0
36,550,1,31,2190,4996,2180,4975,0,0,6,13,4,5,3,0,8
36,551,1,31,2036,4499,2031,4486,0,0,5,12,0,0,0,0,0
36,552,1,31,6147,14372,6143,14362,4,10,0,0,0,0,0,0,0
36,553,1,31,10414,23206,10414,23206,0,0,0,0,0,0,0,0,0
36,554,1,31,2485,5646,2465,5602,5,11,15,33,0,0,0,0,0
37,532,3,31,39249,90886,39170,90703,13,26,3,6,63,99,52,0,151
37,533,3,31,23255,54826,23255,54826,0,0,0,0,0,0,0,0,0
37,534,3,31,38276,91220,38083,90740,18,48,0,0,175,226,207,0,433
37,535,3,31,33905,80468,33902,80461,0,0,3,7,0,0,0,0,0
36,537,3,31,24844,58940,24829,58897,15,43,0,0,0,0,0,0,0
37,538,3,31,77598,185319,77598,185319,0,0,0,0,0,0,0,0,0
37,539,3,31,57527,137211,57479,137098,6,16,12,24,30,51,23,0,73
37,540,3,31,34115,81362,34054,81225,53,120,0,0,8,9,8,0,17
37,541,3,31,23470,55827,22833,54256,289,691,10,21,338,476,375,9,859
36,542,3,31,14935,35750,14869,35594,0,0,0,0,66,115,41,0,156
36,543,3,31,15783,37896,15131,36310,65,153,0,0,587,952,469,12,1433
36,544,3,31,9680,22607,9296,21707,0,0,0,0,384,729,111,61,900
36,545,3,31,19685,46786,19549,46471,24,55,0,0,112,171,88,0,259
36,546,3,31,24435,58214,24388,58110,11,25,30,64,6,10,0,5,15
36,547,3,31,29567,71025,26205,62983,1201,2873,8,18,2153,3167,1985,0,5152
36,548,3,31,40157,96105,40155,96099,2,6,0,0,0,0,0,0,0
36,549,3,31,62026,146621,62026,146621,0,0,0,0,0,0,0,0,0
36,550,3,31,26589,62871,26417,62477,102,238,24,50,46,56,50,0,106
36,551,3,31,45056,106058,45047,106041,0,0,9,17,0,0,0,0,0
36,552,3,31,72022,172226,71805,171674,183,466,0,0,34,44,42,0,87
36,553,3,31,120864,280184,120848,280148,0,0,16,36,0,0,0,0,0
36,554,3,31,39371,92660,39277,92436,56,132,8,17,30,28,45,2,74
37,532,2,31,21510,49174,21216,48465,282,678,4,11,8,14,8,0,21
37,533,2,31,1741,3935,1741,3935,0,0,0,0,0,0,0,0,0
37,534,2,31,958,2225,958,2225,0,0,0,0,0,0,0,0,0
37,535,2,31,2399,5555,2399,5555,0,0,0,0,0,0,0,0,0
36,537,2,31,2635,6075,2631,6065,0,0,4,10,0,0,0,0,0
