state_code,district_code,social_group_code,class_category_code,crop_code,crop_noh,irrigated_area,unirrigated_area,total_area
28.0,532.0,1.0,3.0,1101.0,5091.0,115.25,8718.78,8834.03
28.0,532.0,1.0,3.0,1103.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,3.0,1104.0,8.0,0.0,9.39,9.39
28.0,532.0,1.0,3.0,1188.0,7.0,0.0,5.36,5.36
28.0,532.0,1.0,3.0,1605.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,3.0,1688.0,10.0,0.0,4.0,4.0
28.0,532.0,1.0,3.0,1705.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,101.0,867.0,1350.57,738.23,2088.8
28.0,532.0,1.0,4.0,102.0,855.0,0.0,1368.67,1368.67
28.0,532.0,1.0,4.0,103.0,19.0,0.0,37.82,37.82
28.0,532.0,1.0,4.0,104.0,350.0,58.24,308.7,366.94
28.0,532.0,1.0,4.0,105.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,106.0,29.0,0.0,7.81,7.81
28.0,532.0,1.0,4.0,108.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,188.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,201.0,12.0,0.0,34.5,34.5
28.0,532.0,1.0,4.0,202.0,1183.0,2.32,1425.62,1427.94
28.0,532.0,1.0,4.0,203.0,218.0,0.0,177.97,177.97
28.0,532.0,1.0,4.0,204.0,423.0,0.0,249.28,249.28
28.0,532.0,1.0,4.0,206.0,26.0,0.0,58.88,58.88
28.0,532.0,1.0,4.0,207.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,208.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,288.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,399.0,2176.0,1411.13,4407.48,5818.61
28.0,532.0,1.0,4.0,401.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,402.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,502.0,70.0,37.71,16.36,54.07
28.0,532.0,1.0,4.0,503.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,504.0,27.0,34.18,0.0,34.18
28.0,532.0,1.0,4.0,507.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,509.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,520.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,588.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,601.0,58.0,0.0,193.84,193.84
28.0,532.0,1.0,4.0,603.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,604.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,616.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,632.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,688.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,701.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,702.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,703.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,708.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,713.0,28.0,0.0,23.19,23.19
28.0,532.0,1.0,4.0,716.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,717.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,718.0,9.0,0.0,1.83,1.83
28.0,532.0,1.0,4.0,720.0,3.0,0.0,0.54,0.54
28.0,532.0,1.0,4.0,721.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,723.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,728.0,18.0,0.0,2.17,2.17
28.0,532.0,1.0,4.0,730.0,26.0,2.97,3.86,6.83
28.0,532.0,1.0,4.0,788.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,1001.0,3.0,0.0,9.88,9.88
28.0,532.0,1.0,4.0,1002.0,19.0,0.0,6.42,6.42
28.0,532.0,1.0,4.0,1003.0,183.0,0.0,143.59,143.59
28.0,532.0,1.0,4.0,1004.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,1005.0,3.0,0.0,1.22,1.22
28.0,532.0,1.0,4.0,1006.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,1007.0,29.0,2.88,43.08,45.96
28.0,532.0,1.0,4.0,1008.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,1009.0,601.0,0.0,1174.38,1174.38
28.0,532.0,1.0,4.0,1010.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,1011.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,1088.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,1101.0,1452.0,55.8,4345.89,4401.69
28.0,532.0,1.0,4.0,1103.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,1104.0,10.0,0.0,5.81,5.81
28.0,532.0,1.0,4.0,1188.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,1605.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,1688.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,4.0,1705.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,101.0,65.0,134.72,64.8,199.52
28.0,532.0,1.0,5.0,102.0,82.0,0.0,259.78,259.78
28.0,532.0,1.0,5.0,103.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,104.0,54.0,1.18,39.4,40.58
28.0,532.0,1.0,5.0,105.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,106.0,3.0,0.0,0.97,0.97
28.0,532.0,1.0,5.0,108.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,188.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,201.0,7.0,0.0,16.75,16.75
28.0,532.0,1.0,5.0,202.0,96.0,0.0,236.64,236.64
28.0,532.0,1.0,5.0,203.0,22.0,0.0,18.5,18.5
