"state_code","district_code","social_group","size_class","holding_no","holding_ar","sown_ar","current_fallows_ar","cultivated_ar","uncultivated.land_excluding_fallow","fallow_excluding_current.fallow","culturable_waste_land","uncultivated_land","land_not_for_cultivation"
37,535,99,42,6365,38185,28221,6690,34911,48,1496,49,1593,1681
36,537,99,42,4913,29558,13683,12878,26561,423,1274,156,1853,1144
37,538,99,42,14101,84707,65371,18588,83959,5,486,0,490,258
37,539,99,42,10915,65198,41979,18140,60119,1052,1820,292,3165,1914
37,540,99,42,6252,37520,26725,10012,36737,87,402,62,551,232
37,541,99,42,5881,35101,31122,3525,34646,33,270,1,305,150
36,542,99,42,1918,11354,10518,836,11354,0,0,0,0,0
36,543,99,42,2858,17046,14362,2460,16822,73,28,44,145,79
36,544,99,42,5006,29978,23891,5537,29427,44,349,6,399,152
36,545,99,42,4600,27449,18477,6093,24570,164,1898,139,2202,677
36,546,99,42,4664,27852,25522,2260,27782,3,0,0,3,68
36,547,99,42,5102,30569,29396,1024,30420,0,22,0,22,126
36,548,99,42,5327,31322,27377,3814,31191,1,82,0,84,47
36,549,99,42,10827,64768,46320,8143,54463,21,5684,597,6301,4003
36,550,99,42,5562,33390,24323,6479,30803,363,740,536,1640,948
36,551,99,42,5187,30674,23052,5626,28677,64,887,106,1056,941
36,552,99,42,19789,118732,102950,15075,118026,14,412,24,450,255
36,553,99,42,19727,117990,98740,15035,113775,0,2689,25,2714,1502
36,554,99,42,4647,27759,17238,6850,24088,393,1814,258,2466,1205
37,532,4,41,2,9,5,5,9,0,0,0,0,0
37,533,4,41,2,8,2,6,8,0,0,0,0,0
37,534,4,41,3,14,7,7,14,0,0,0,0,0
37,535,4,41,10,44,17,27,44,0,0,0,0,0
36,537,4,41,15,67,28,27,55,2,3,1,6,6
37,538,4,41,0,0,0,0,0,0,0,0,0,0
37,539,4,41,4,17,11,6,17,0,0,0,0,0
37,540,4,41,0,0,0,0,0,0,0,0,0,0
37,541,4,41,7,32,22,10,32,0,0,0,0,0
36,542,4,41,37,165,104,61,165,0,0,0,0,0
36,543,4,41,7,32,19,13,32,0,0,0,0,0
36,544,4,41,17,75,41,33,75,0,1,0,1,0
36,545,4,41,37,163,106,54,159,0,2,0,2,2
36,546,4,41,53,237,153,83,236,0,0,0,0,0
36,547,4,41,0,0,0,0,0,0,0,0,0,0
36,548,4,41,81,364,245,119,364,0,0,0,0,0
36,549,4,41,12,54,36,18,54,0,0,0,0,0
36,550,4,41,26,113,82,31,113,0,0,0,0,0
36,551,4,41,1,4,2,2,4,0,0,0,0,0
36,552,4,41,6,26,13,13,26,0,0,0,0,0
36,553,4,41,59,269,217,46,263,0,6,0,6,0
36,554,4,41,1,5,2,2,5,0,0,0,0,0
37,532,1,41,1093,4811,4196,606,4802,0,0,3,3,6
37,533,1,41,130,573,450,121,571,0,0,0,0,2
37,534,1,41,306,1344,932,412,1344,0,0,0,0,0
37,535,1,41,318,1403,1136,210,1347,0,57,0,57,0
36,537,1,41,345,1527,883,595,1478,4,20,2,26,24
37,538,1,41,1162,5158,4093,1050,5144,0,15,0,15,0
37,539,1,41,393,1739,1092,631,1723,2,11,0,13,3
37,540,1,41,575,2554,1805,714,2519,2,25,0,28,7
37,541,1,41,259,1133,823,306,1129,0,4,0,4,0
36,542,1,41,17,75,42,34,75,0,0,0,0,0
36,543,1,41,73,320,177,143,320,0,0,0,0,0
36,544,1,41,36,159,100,41,142,0,18,0,18,0
36,545,1,41,101,450,312,126,438,3,6,0,9,3
36,546,1,41,100,443,286,156,443,0,0,0,0,0
36,547,1,41,180,796,551,244,796,0,0,0,0,0
36,548,1,41,220,967,540,427,967,0,0,0,0,0
36,549,1,41,338,1481,872,318,1190,0,291,0,291,0
36,550,1,41,229,999,635,282,917,27,28,0,55,27
36,551,1,41,74,328,191,118,309,0,19,0,19,0
36,552,1,41,1135,5063,4138,906,5044,1,10,2,14,5
36,553,1,41,585,2598,1953,583,2537,0,61,0,61,0
36,554,1,41,131,578,343,170,513,4,51,0,55,10
37,532,3,41,6692,29659,26691,2894,29584,1,0,46,47,29
37,533,3,41,2968,13100,11057,1749,12806,2,77,3,82,212
37,534,3,41,6545,29009,21741,7048,28788,29,80,21,131,90
37,535,3,41,6313,27952,21381,4024,25405,60,1169,50,1279,1268
36,537,3,41,4732,20941,9830,9246,19076,268,800,101,1168,696
37,538,3,41,14749,65567,52551,12678,65229,0,206,0,206,133
37,539,3,41,11525,51062,34502,13241,47744,736,1074,262,2071,1247
37,540,3,41,6739,29915,21804,7629,29434,18,271,36,325,156
37,541,3,41,5118,22606,20708,1591,22299,0,195,0,195,111
36,542,3,41,2590,11459,11066,392,11459,0,0,0,0,0
36,543,3,41,3260,14454,12144,2019,14163,101,3,65,169,123
36,544,3,41,1502,6615,6035,348,6383,16,100,1,117,116
36,545,3,41,3504,15456,14650,541,15191,28,98,0,126,140
36,546,3,41,4710,20810,20142,503,20645,2,8,0,10,155
36,547,3,41,6321,27986,27245,698,27944,0,0,0,0,42
36,548,3,41,7419,32906,29192,3702,32894,0,8,0,8,4
36,549,3,41,11581,51353,37884,6047,43931,13,4157,403,4573,2850
36,550,3,41,5665,25101,18890,4116,23006,346,558,418,1322,773
36,551,3,41,6462,28666,22229,4972,27201,5,693,36,734,731
36,552,3,41,18829,83777,74308,9206,83514,12,144,14,170,93
36,553,3,41,19378,85789,74426,8385,82812,3,1824,24,1851,1126
36,554,3,41,5318,23533,15091,5591,20682,264,1416,174,1854,998
37,532,2,41,3925,16969,13452,3470,16922,0,35,1,36,10
37,533,2,41,70,309,186,120,306,0,0,0,0,2
37,534,2,41,140,618,390,228,618,0,0,0,0,0
37,535,2,41,258,1152,933,178,1111,1,31,0,32,8
36,537,2,41,286,1265,771,369,1141,59,49,2,110,14
37,538,2,41,1055,4664,3040,1619,4659,0,4,0,4,1
37,539,2,41,726,3214,2262,695,2957,6,163,9,178,79
37,540,2,41,1152,5130,4204,896,5100,1,17,4,22,8
37,541,2,41,2565,11207,9397,1673,11071,17,82,4,103,34
36,542,2,41,170,752,431,321,752,0,0,0,0,0
36,543,2,41,412,1806,1568,236,1804,1,0,0,2,1
36,544,2,41,3508,15596,12751,2302,15053,3,433,0,436,107
36,545,2,41,1851,8225,3155,3743,6898,8,1000,55,1062,265
36,546,2,41,369,1641,1264,377,1641,0,0,0,0,0
36,547,2,41,64,284,145,139,284,0,0,0,0,0
36,548,2,41,159,704,517,187,704,0,0,0,0,0
36,549,2,41,68,301,194,89,282,0,15,0,15,4
36,550,2,41,56,247,150,83,233,7,0,3,10,4
36,551,2,41,41,184,105,79,184,0,0,0,0,0
36,552,2,41,289,1278,848,429,1278,0,0,0,0,0
36,553,2,41,317,1389,1060,281,1342,0,38,0,38,9
36,554,2,41,37,164,100,53,152,2,7,0,9,2
37,532,99,41,11712,51449,44343,6975,51318,1,36,50,86,44
37,533,99,41,3170,13990,11695,1997,13692,2,77,3,82,217
37,534,99,41,6994,30985,23070,7695,30764,29,80,21,131,90
37,535,99,41,6899,30551,23467,4439,27906,61,1257,50,1368,1277
36,537,99,41,5378,23800,11512,10238,21750,333,871,106,1310,740
37,538,99,41,16966,75389,59684,15347,75031,0,224,0,224,134
37,539,99,41,12648,56031,37867,14574,52441,744,1247,271,2262,1329
37,540,99,41,8466,37599,27814,9239,37053,21,313,41,375,171
37,541,99,41,7949,34978,30950,3581,34531,17,282,4,302,145
36,542,99,41,2814,12451,11643,808,12451,0,0,0,0,0
36,543,99,41,3752,16613,13908,2411,16319,101,4,65,170,123
36,544,99,41,5063,22446,18928,2724,21652,19,551,1,571,223
36,545,99,41,5493,24295,18222,4465,22687,38,1106,55,1199,409
36,546,99,41,5232,23131,21845,1120,22965,2,8,0,10,156
36,547,99,41,6565,29066,27942,1082,29023,0,0,0,0,42
36,548,99,41,7879,34941,30494,4435,34929,0,8,0,8,4
36,549,99,41,11999,53189,38985,6472,45457,13,4463,403,4879,2854
36,550,99,41,5976,26460,19757,4512,24269,380,586,421,1387,804
36,551,99,41,6578,29182,22527,5171,27699,5,711,36,753,731
36,552,99,41,20259,90144,79307,10554,89861,14,154,16,184,99
36,553,99,41,20339,90044,77657,9296,86953,3,1929,24,1956,1136
36,554,99,41,5487,24280,15536,5816,21352,270,1474,174,1918,1010
37,532,4,51,4,52,26,26,52,0,0,0,0,0
37,533,4,51,6,78,34,24,57,0,20,0,20,0
37,534,4,51,2,24,12,12,24,0,0,0,0,0
37,535,4,51,24,365,158,208,365,0,0,0,0,0
36,537,4,51,29,390,127,198,324,11,19,8,38,27
37,538,4,51,3,51,16,35,51,0,0,0,0,0
37,539,4,51,13,200,87,56,144,21,35,0,57,0
37,540,4,51,0,0,0,0,0,0,0,0,0,0
37,541,4,51,16,211,126,86,211,0,0,0,0,0
36,542,4,51,47,657,397,260,657,0,0,0,0,0
36,543,4,51,20,283,169,114,283,0,0,0,0,0
36,544,4,51,12,184,112,71,183,1,0,0,1,0
36,545,4,51,43,603,382,221,603,0,0,0,0,0
36,546,4,51,59,784,487,296,783,0,0,0,0,1
36,547,4,51,3,39,21,18,39,0,0,0,0,0
36,548,4,51,98,1332,866,466,1332,0,0,0,0,0
36,549,4,51,18,248,159,89,248,0,0,0,0,0
36,550,4,51,70,1037,593,411,1004,0,34,0,34,0
36,551,4,51,1,18,16,2,18,0,0,0,0,0
36,552,4,51,8,117,43,74,117,0,0,0,0,0
36,553,4,51,75,1013,768,244,1013,0,0,0,0,0
36,554,4,51,11,150,73,77,150,0,0,0,0,0
37,532,1,51,149,1871,1326,545,1871,0,0,0,0,0
37,533,1,51,11,153,94,60,153,0,0,0,0,0
37,534,1,51,21,269,160,109,269,0,0,0,0,0
37,535,1,51,35,466,298,168,466,0,0,0,0,0
36,537,1,51,28,347,147,200,347,0,0,0,0,0
37,538,1,51,96,1204,697,507,1204,0,0,0,0,0
37,539,1,51,31,368,197,156,353,4,2,2,8,7
37,540,1,51,61,770,510,230,739,0,31,0,31,0
37,541,1,51,22,269,165,99,264,0,5,0,5,0
36,542,1,51,0,0,0,0,0,0,0,0,0,0
36,543,1,51,5,54,54,0,54,0,0,0,0,0
36,544,1,51,7,81,40,40,81,0,0,0,0,0
36,545,1,51,14,173,87,87,173,0,0,0,0,0
36,546,1,51,17,214,166,47,214,0,0,0,0,0
36,547,1,51,22,315,240,75,315,0,0,0,0,0
36,548,1,51,32,438,225,213,438,0,0,0,0,0
36,549,1,51,37,441,132,122,255,0,178,0,178,8
36,550,1,51,32,440,310,131,440,0,0,0,0,0
36,551,1,51,21,253,155,98,253,0,0,0,0,0
36,552,1,51,51,636,445,191,636,0,0,0,0,0
36,553,1,51,55,763,435,328,763,0,0,0,0,0
36,554,1,51,17,244,141,66,207,3,8,3,14,23
37,532,3,51,1284,16562,13068,3425,16493,5,5,35,45,24
37,533,3,51,364,4694,3129,1255,4384,46,101,14,161,149
37,534,3,51,900,11498,6915,4500,11416,24,32,1,58,25
37,535,3,51,1467,18877,12750,4422,17171,22,773,8,803,902
36,537,3,51,1138,14870,5067,7942,13009,228,833,102,1163,697
37,538,3,51,3016,39558,27212,11769,38981,0,354,0,354,223
37,539,3,51,1924,24188,14068,7729,21797,672,794,162,1627,764
37,540,3,51,1277,16713,10518,5677,16196,152,186,44,382,136
37,541,3,51,757,9672,8398,1172,9569,0,65,0,65,37
36,542,3,51,279,3516,3145,370,3516,0,0,0,0,0
36,543,3,51,432,5615,4095,1331,5426,24,21,24,69,120
36,544,3,51,238,3069,2211,832,3044,16,0,0,16,9
36,545,3,51,404,5275,3979,939,4917,0,201,0,201,156
36,546,3,51,636,7891,6574,1316,7890,0,0,0,0,0
36,547,3,51,580,7290,6304,877,7181,0,52,0,52,57
36,548,3,51,364,4635,3278,1271,4550,9,45,0,54,31
36,549,3,51,1846,23281,14917,3055,17972,8,2923,310,3241,2068
36,550,3,51,1659,21300,13784,4221,18005,866,817,446,2129,1166
36,551,3,51,796,9816,6782,2553,9335,29,264,18,312,170
36,552,3,51,3776,47700,40731,6636,47367,13,193,9,215,118
36,553,3,51,3835,50212,41924,6513,48436,3,1102,32,1138,638
36,554,3,51,890,11490,6260,3639,9899,205,783,102,1089,501
37,532,2,51,343,4396,2841,1547,4387,0,7,0,7,2
37,533,2,51,6,79,41,37,78,0,0,0,0,1
37,534,2,51,12,139,79,60,139,0,0,0,0,0
37,535,2,51,43,556,443,113,556,0,0,0,0,0
36,537,2,51,45,602,304,298,602,0,0,0,0,0
37,538,2,51,86,1155,589,565,1155,0,0,0,0,0
37,539,2,51,39,478,282,156,438,12,17,4,33,7
37,540,2,51,169,2241,1738,496,2235,0,5,0,5,1
37,541,2,51,263,3407,2306,877,3183,0,180,0,180,44
36,542,2,51,19,230,108,122,230,0,0,0,0,0
36,543,2,51,47,590,541,49,590,0,0,0,0,0
36,544,2,51,740,9468,5863,3603,9466,0,2,0,2,1
36,545,2,51,425,5364,1592,2094,3686,64,1191,97,1353,325
36,546,2,51,58,724,683,41,724,0,0,0,0,0
36,547,2,51,6,74,37,37,74,0,0,0,0,0
36,548,2,51,7,88,44,44,88,0,0,0,0,0
36,549,2,51,3,40,13,27,40,0,0,0,0,0
36,550,2,51,6,79,35,44,79,0,0,0,0,0
36,551,2,51,5,57,29,29,57,0,0,0,0,0
36,552,2,51,18,209,133,75,209,0,0,0,0,0
36,553,2,51,37,462,328,135,462,0,0,0,0,0
36,554,2,51,3,33,23,7,30,0,2,0,2,0
37,532,99,51,1780,22881,17261,5542,22803,5,12,35,52,26
37,533,99,51,387,5004,3298,1374,4672,46,121,14,181,151
37,534,99,51,935,11931,7167,4681,11848,24,32,1,58,25
37,535,99,51,1569,20264,13649,4910,18559,22,773,8,803,902
36,537,99,51,1240,16209,5644,8639,14283,239,853,110,1202,724
37,538,99,51,3201,41967,28514,12877,41390,0,354,0,354,223
37,539,99,51,2007,25235,14634,8098,22732,709,848,167,1725,778
37,540,99,51,1507,19725,12766,6403,19170,152,222,44,418,137
37,541,99,51,1058,13559,10995,2233,13227,0,250,0,250,82
36,542,99,51,345,4403,3650,753,4403,0,0,0,0,0
36,543,99,51,504,6542,4859,1494,6353,24,21,24,69,120
36,544,99,51,997,12802,8226,4546,12773,17,2,0,20,10
36,545,99,51,886,11415,6040,3340,9380,64,1392,97,1554,482
36,546,99,51,770,9612,7910,1701,9611,0,0,0,0,1
36,547,99,51,611,7718,6602,1007,7609,0,52,0,52,57
36,548,99,51,501,6493,4414,1994,6408,9,45,0,54,31
36,549,99,51,1904,24010,15222,3294,18516,8,3101,310,3419,2076
36,550,99,51,1767,22856,14721,4807,19527,866,850,446,2163,1166
36,551,99,51,823,10144,6982,2681,9662,29,264,18,312,170
36,552,99,51,3853,48661,41352,6976,48328,13,193,9,215,118
36,553,99,51,4002,52450,43454,7220,50674,3,1102,32,1138,638
36,554,99,51,921,11917,6498,3788,10286,208,792,105,1105,525
37,532,4,43,2,19,9,9,19,0,0,0,0,0
37,533,4,43,2,18,13,5,18,0,0,0,0,0
37,534,4,43,1,9,0,9,9,0,0,0,0,0
37,535,4,43,10,84,34,45,78,0,6,0,6,0
36,537,4,43,9,74,37,37,74,0,0,0,0,0
37,538,4,43,0,0,0,0,0,0,0,0,0,0
37,539,4,43,9,80,53,27,80,0,0,0,0,0
37,540,4,43,0,0,0,0,0,0,0,0,0,0
37,541,4,43,12,108,67,37,104,0,4,0,4,0
36,542,4,43,37,313,232,81,313,0,0,0,0,0
36,543,4,43,15,131,88,41,128,0,0,0,0,2
36,544,4,43,10,87,61,26,87,0,0,0,0,0
36,545,4,43,31,256,167,90,256,0,0,0,0,0
36,546,4,43,37,324,214,110,324,0,0,0,0,0
36,547,4,43,2,17,13,5,17,0,0,0,0,0
36,548,4,43,79,690,503,187,690,0,0,0,0,0
36,549,4,43,13,116,49,13,62,0,54,0,54,0
36,550,4,43,30,263,149,114,263,0,0,0,0,0
36,551,4,43,0,0,0,0,0,0,0,0,0,0
36,552,4,43,6,53,37,16,53,0,0,0,0,0
36,553,4,43,72,627,462,153,615,0,13,0,13,0
36,554,4,43,3,29,11,18,29,0,0,0,0,0
37,532,1,43,231,1967,1517,449,1967,0,0,0,0,0
37,533,1,43,18,153,68,86,153,0,0,0,0,0
37,534,1,43,37,311,183,128,311,0,0,0,0,0
37,535,1,43,65,554,340,200,540,0,8,0,8,6
36,537,1,43,53,454,221,190,411,3,12,2,17,25
37,538,1,43,202,1717,1090,610,1700,0,16,0,16,0
37,539,1,43,64,542,273,254,527,2,11,0,13,2
37,540,1,43,132,1128,801,292,1092,3,29,0,32,3
37,541,1,43,43,366,256,104,361,0,5,0,5,0
36,542,1,43,2,18,9,9,18,0,0,0,0,0
36,543,1,43,15,129,71,58,129,0,0,0,0,0
36,544,1,43,6,54,32,22,54,0,0,0,0,0
36,545,1,43,18,155,73,82,155,0,0,0,0,0
36,546,1,43,26,217,163,55,217,0,0,0,0,0
36,547,1,43,28,240,154,86,240,0,0,0,0,0
36,548,1,43,48,409,227,179,407,0,2,0,2,0
36,549,1,43,52,434,228,142,370,0,33,12,45,20
36,550,1,43,43,364,232,123,356,0,8,0,8,0
36,551,1,43,11,95,46,48,95,0,0,0,0,0
36,552,1,43,157,1329,927,401,1329,0,0,0,0,0
36,553,1,43,88,755,451,304,755,0,0,0,0,0
36,554,1,43,19,164,99,62,161,0,1,0,1,2
37,532,3,43,1893,16157,13752,2377,16129,0,0,17,17,11
37,533,3,43,591,5048,3831,1106,4938,4,24,0,28,82
37,534,3,43,1386,11798,7301,4400,11701,22,36,11,69,27
37,535,3,43,2020,17260,12205,3379,15585,46,804,23,873,803
36,537,3,43,1436,12257,5010,6015,11024,222,492,73,787,445
37,538,3,43,4569,39154,28360,10242,38602,0,336,1,337,215
37,539,3,43,3081,26268,15273,8329,23603,525,1033,134,1692,974
37,540,3,43,1903,16164,11061,4565,15626,58,269,63,390,148
37,541,3,43,1269,10914,9684,1146,10831,0,53,0,53,30
36,542,3,43,446,3750,3394,357,3750,0,0,0,0,0
36,543,3,43,733,6262,4491,1604,6094,85,1,31,117,51
36,544,3,43,375,3155,2400,720,3120,20,2,2,23,12
36,545,3,43,656,5580,4526,921,5447,0,79,0,79,54
36,546,3,43,1093,9306,8064,1242,9306,0,0,0,0,0
36,547,3,43,1194,10108,9477,578,10055,0,0,0,0,52
36,548,3,43,1054,8916,6664,2187,8851,2,39,0,42,24
36,549,3,43,3144,26879,18217,3425,21642,24,2851,296,3171,2066
36,550,3,43,2063,17566,13005,3005,16010,346,405,254,1005,552
36,551,3,43,1169,9938,7802,1872,9674,6,157,6,170,95
36,552,3,43,5997,51264,44618,6228,50846,20,241,11,272,146
36,553,3,43,5571,47707,40350,5759,46109,0,958,13,971,628
36,554,3,43,1352,11506,7043,3046,10088,204,629,147,980,438
37,532,2,43,621,5271,3720,1542,5262,0,7,0,7,2
37,533,2,43,10,88,53,35,88,0,0,0,0,0
37,534,2,43,14,116,81,35,116,0,0,0,0,0
37,535,2,43,56,476,342,132,474,0,2,0,2,0
36,537,2,43,42,356,165,188,353,1,2,0,3,1
37,538,2,43,176,1488,858,630,1488,0,0,0,0,0
37,539,2,43,128,1079,436,488,925,0,124,0,124,31
37,540,2,43,298,2536,1873,643,2516,5,12,0,17,3
37,541,2,43,399,3397,2642,634,3276,17,80,0,96,25
36,542,2,43,26,222,137,85,222,0,0,0,0,0
36,543,2,43,90,749,672,50,722,0,21,0,21,5
36,544,2,43,1109,9464,6659,2803,9462,0,2,0,2,0
36,545,2,43,600,5120,1700,2143,3844,60,891,72,1023,253
36,546,2,43,75,641,542,99,641,0,0,0,0,0
36,547,2,43,8,64,32,32,64,0,0,0,0,0
36,548,2,43,21,172,103,69,172,0,0,0,0,0
36,549,2,43,13,116,78,31,109,0,6,0,6,1
36,550,2,43,12,101,68,33,101,0,0,0,0,0
36,551,2,43,3,24,16,8,24,0,0,0,0,0
36,552,2,43,58,501,327,174,501,0,0,0,0,0
36,553,2,43,56,475,304,141,445,0,24,0,24,6
36,554,2,43,3,25,12,13,25,0,0,0,0,0
37,532,99,43,2747,23413,18998,4377,23376,0,7,17,25,13
37,533,99,43,621,5307,3965,1232,5197,4,24,0,28,82
37,534,99,43,1438,12233,7564,4573,12137,22,36,11,69,27
37,535,99,43,2151,18374,12921,3756,16677,46,819,23,888,809
36,537,99,43,1540,13141,5433,6429,11862,226,506,75,807,471
37,538,99,43,4947,42358,30308,11482,41790,0,352,1,353,215
37,539,99,43,3282,27970,16036,9098,25134,527,1168,134,1829,1007
37,540,99,43,2333,19828,13735,5500,19234,65,310,64,439,155
37,541,99,43,1723,14784,12649,1922,14570,17,142,0,158,55
36,542,99,43,511,4304,3772,532,4304,0,0,0,0,0
36,543,99,43,853,7271,5322,1752,7074,85,22,31,138,59
36,544,99,43,1500,12761,9152,3572,12723,20,3,2,25,13
36,545,99,43,1305,11112,6466,3236,9702,60,971,72,1102,307
36,546,99,43,1231,10488,8982,1506,10488,0,0,0,0,0
36,547,99,43,1232,10429,9676,701,10377,0,0,0,0,52
36,548,99,43,1202,10188,7498,2622,10120,2,42,0,44,24
36,549,99,43,3222,27546,18572,3611,22183,24,2943,308,3275,2087
36,550,99,43,2148,18295,13454,3276,16730,346,414,254,1013,552
36,551,99,43,1183,10057,7865,1928,9793,6,157,6,170,95
36,552,99,43,6218,53147,45910,6819,52729,20,241,11,272,146
36,553,99,43,5787,49565,41567,6357,47923,0,995,13,1008,634
36,554,99,43,1377,11723,7165,3138,10303,204,629,147,981,439
