size_class,social_group,district_name,district_code,state_name,state_code,holding_no,holding_ar,holding_whly-owned_self-operatd_no,holding_whly-owned_self-operatd_ar,holding_whly_leased-in_no,holding_whly_leased-in_ar,holding_whly-operatd_no,holding_whly-operatd_ar,holding_partly-ownd_leased-in_operatd_no,holding_partly-ownd_leased-in_operatd_ownd-ar,holding_partly-ownd_leased-in_operatd_leasdin-ar,holding_partly-ownd_leased-in_operatd_operatd-ar,holding_partly-ownd_leased-in_operatd_tot-ar
1.0-2.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,11507,15694,11501,15682,0,0,0,0,6,0,11,0,12
1.0-2.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,5748,7799,5699,7730,31,44,0,0,18,12,11,2,25
1.0-2.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,1542,2017,1542,2017,0,0,0,0,0,0,0,0,0
1.0-2.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,2076,2796,1998,2689,6,10,0,0,72,68,30,0,97
1.0-2.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,1129,1543,1086,1486,0,0,1,2,42,37,12,6,56
1.0-2.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,2743,3682,2721,3658,20,23,2,2,0,0,0,0,0
1.0-2.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,4469,6090,4469,6090,0,0,0,0,0,0,0,0,0
1.0-2.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,4422,5951,4108,5529,234,315,0,0,80,66,40,0,107
1.0-2.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,5376,7211,5376,7211,0,0,0,0,0,0,0,0,0
1.0-2.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,15758,22123,15758,22123,0,0,0,0,0,0,0,0,0
1.0-2.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,11591,15537,11548,15468,26,44,6,9,11,7,0,8,16
1.0-2.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,7920,11068,7900,11042,13,17,7,10,0,0,0,0,0
1.0-2.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,20608,28737,20566,28669,16,23,0,0,26,18,27,0,45
1.0-2.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,22432,32555,22413,32528,0,0,19,28,0,0,0,0,0
1.0-2.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,13019,17902,12983,17856,17,23,0,0,19,12,11,0,23
1.0-2.0,OTHERS,ADILABAD,532,TELANGANA,37,90217,129447,90086,129252,60,81,9,16,62,61,37,0,97
1.0-2.0,OTHERS,NIZAMABAD,533,TELANGANA,37,91437,128017,91361,127905,72,108,0,0,4,3,1,0,4
1.0-2.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,126752,178297,126430,177819,106,156,0,0,216,168,154,0,321
1.0-2.0,OTHERS,MEDAK,535,TELANGANA,37,120377,168747,120373,168742,0,0,4,5,0,0,0,0,0
1.0-2.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,67816,95571,67790,95534,15,17,11,19,0,0,0,0,0
1.0-2.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,197502,282862,197489,282839,3,4,0,0,10,17,2,0,19
1.0-2.0,OTHERS,NALGONDA,539,TELANGANA,37,155305,220963,155210,220813,32,53,0,0,63,63,33,0,96
1.0-2.0,OTHERS,WARANGAL,540,TELANGANA,37,105740,148796,105472,148418,222,317,12,18,34,17,25,0,43
1.0-2.0,OTHERS,KHAMMAM,541,TELANGANA,37,62730,87930,61793,86569,756,1084,0,0,181,154,113,10,277
1.0-2.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,62857,86492,62685,86247,0,0,0,0,172,177,67,0,244
1.0-2.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,57096,79057,55519,76875,369,465,0,0,1208,1038,677,2,1717
1.0-2.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,41078,55861,39589,53837,0,0,79,103,1410,1408,316,197,1921
1.0-2.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,72592,99582,72128,98938,91,119,13,21,360,285,218,1,504
1.0-2.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,78380,108878,78175,108589,201,284,4,5,0,0,0,0,0
1.0-2.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,91402,127884,84607,118147,3812,5408,6,7,2977,2690,1632,0,4322
1.0-2.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,140692,195277,140675,195248,17,28,0,0,0,0,0,0,0
1.0-2.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,151097,215873,151092,215865,0,0,5,8,0,0,0,0,0
1.0-2.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,77841,109836,77497,109318,191,303,53,71,100,71,72,0,143
1.0-2.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,113575,163190,113539,163137,0,0,36,53,0,0,0,0,0
1.0-2.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,163417,233865,162939,233121,435,676,0,0,43,29,38,0,67
1.0-2.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,209985,309988,209663,309552,0,0,322,436,0,0,0,0,0
1.0-2.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,128363,181152,127808,180374,435,603,46,73,74,53,48,1,102
1.0-2.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,34794,49802,34597,49493,184,290,6,11,7,5,3,0,9
1.0-2.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,10578,14239,10578,14239,0,0,0,0,0,0,0,0,0
1.0-2.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,4278,5858,4278,5858,0,0,0,0,0,0,0,0,0
1.0-2.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,9878,13656,9878,13656,0,0,0,0,0,0,0,0,0
1.0-2.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,8025,11053,8025,11053,0,0,0,0,0,0,0,0,0
1.0-2.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,23940,33489,23940,33489,0,0,0,0,0,0,0,0,0
1.0-2.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,21197,29224,21190,29216,7,8,0,0,0,0,0,0,0
1.0-2.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,24633,33921,24592,33873,23,29,0,0,18,0,20,0,20
1.0-2.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,37471,52243,37199,51874,162,209,0,0,110,86,64,9,160
1.0-2.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,6389,8584,6382,8576,0,0,7,8,0,0,0,0,0
1.0-2.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,8020,11019,7947,10915,19,29,0,0,54,47,28,0,75
1.0-2.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,26679,37972,26562,37800,0,0,0,0,117,126,40,6,171
1.0-2.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,11213,16283,11213,16283,0,0,0,0,0,0,0,0,0
1.0-2.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,4306,6112,4306,6112,0,0,0,0,0,0,0,0,0
1.0-2.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,1874,2640,1794,2526,43,55,0,0,37,35,18,6,59
1.0-2.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,4635,6306,4635,6306,0,0,0,0,0,0,0,0,0
1.0-2.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,3211,4500,3211,4500,0,0,0,0,0,0,0,0,0
1.0-2.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,2678,3559,2653,3526,0,0,8,15,17,12,7,0,19
1.0-2.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,1974,2727,1974,2727,0,0,0,0,0,0,0,0,0
1.0-2.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,3671,5116,3669,5113,2,3,0,0,0,0,0,0,0
1.0-2.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,11031,16178,11031,16178,0,0,0,0,0,0,0,0,0
1.0-2.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,3044,4243,3042,4241,2,2,0,0,0,0,0,0,0
1.0-2.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,143934,205874,143351,204986,479,724,20,37,84,78,49,0,126
1.0-2.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,112836,156787,112758,156673,74,111,0,0,4,3,1,0,4
1.0-2.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,145008,203103,144576,202470,177,251,4,6,251,198,179,0,376
1.0-2.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,148880,207685,148876,207680,0,0,4,5,0,0,0,0,0
1.0-2.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,87956,123362,87930,123325,15,17,11,19,0,0,0,0,0
1.0-2.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,249386,355356,249373,355332,3,4,0,0,10,17,2,0,19
1.0-2.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,191508,270762,191393,270589,45,70,0,0,70,66,37,0,103
1.0-2.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,141881,198412,141566,197974,245,346,12,18,58,18,56,0,74
1.0-2.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,105973,148011,104715,146211,949,1338,0,0,309,253,188,21,462
1.0-2.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,70894,97255,70715,97003,0,0,7,8,172,177,67,0,244
1.0-2.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,67198,92882,65470,90490,394,503,0,0,1334,1153,734,2,1889
1.0-2.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,68929,95438,67280,93185,0,0,80,105,1569,1571,368,208,2148
1.0-2.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,86674,119731,86188,119062,111,142,15,23,360,285,218,1,504
1.0-2.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,87299,121288,87094,120999,201,284,4,5,0,0,0,0,0
1.0-2.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,97699,136477,90510,126204,4089,5778,6,7,3094,2791,1691,6,4488
1.0-2.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,150845,209008,150828,208980,17,28,0,0,0,0,0,0,0
1.0-2.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,170081,242517,170076,242509,0,0,5,8,0,0,0,0,0
1.0-2.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,92262,129146,91850,128526,217,347,67,95,128,90,79,8,178
1.0-2.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,123474,176991,123418,176911,13,17,43,63,0,0,0,0,0
1.0-2.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,187698,267721,187176,266907,453,702,0,0,69,47,65,0,112
1.0-2.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,243528,358835,243187,358371,0,0,341,464,0,0,0,0,0
1.0-2.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,144431,203304,143838,202479,454,628,46,73,93,64,58,1,124
0.5-1.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,12,9,12,9,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,5,3,5,3,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,2,1,2,1,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,25,18,25,18,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,4,3,4,3,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,1,1,1,1,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,7,6,7,6,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,1,1,1,1,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,7,5,7,5,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,44,32,44,32,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,3,2,3,2,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,21,15,21,15,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,145,106,145,106,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,96,69,96,69,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,4,3,4,3,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,11,8,11,8,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,13,10,13,10,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,104,77,104,77,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,1,1,1,1,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,3,2,3,2,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,80,57,80,57,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,2,2,2,2,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,20153,14918,20035,14828,106,80,8,7,4,1,2,0,3
0.5-1.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,17068,12321,17061,12315,5,4,0,0,2,2,0,0,2
0.5-1.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,24933,17882,24872,17836,56,43,0,0,5,1,2,0,3
0.5-1.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,29765,21406,29765,21406,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,15700,11485,15694,11480,6,6,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,36601,26911,36601,26911,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,22607,16367,22607,16367,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,19501,14029,19383,13946,89,63,0,0,29,4,16,0,20
0.5-1.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,10427,7394,10337,7329,86,62,0,0,4,3,1,0,3
0.5-1.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,4918,3485,4918,3485,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,4555,3232,4488,3187,20,12,0,0,47,20,14,0,33
0.5-1.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,2486,1767,2418,1715,0,0,0,0,68,37,11,3,51
0.5-1.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,7709,5298,7638,5245,69,52,0,0,2,1,0,0,1
0.5-1.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,9241,6521,9168,6476,10,8,0,0,63,26,12,0,38
0.5-1.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,10098,7219,9451,6723,516,401,0,0,131,61,34,0,95
0.5-1.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,11833,8364,11833,8364,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,17155,12552,17155,12552,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,21085,15125,21065,15111,8,5,8,5,4,2,0,2,4
0.5-1.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,13934,9722,13934,9722,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,24489,17972,24453,17948,36,24,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,20868,15585,20868,15585,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,24132,17015,24104,16991,10,10,5,3,13,6,5,0,11
0.5-1.0,OTHERS,ADILABAD,532,TELANGANA,37,72023,53527,71995,53506,6,4,0,0,22,8,9,0,18
0.5-1.0,OTHERS,NIZAMABAD,533,TELANGANA,37,100012,73369,99991,73355,4,3,0,0,17,8,3,0,12
0.5-1.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,141990,103955,141814,103823,141,105,5,5,30,11,12,0,22
0.5-1.0,OTHERS,MEDAK,535,TELANGANA,37,135166,98632,135166,98632,0,0,0,0,0,0,0,0,0
0.5-1.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,67843,49989,67843,49989,0,0,0,0,0,0,0,0,0
0.5-1.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,182361,135716,182353,135709,3,2,0,0,5,4,1,0,5
0.5-1.0,OTHERS,NALGONDA,539,TELANGANA,37,141523,104638,141463,104591,4,3,6,4,50,25,15,0,40
0.5-1.0,OTHERS,WARANGAL,540,TELANGANA,37,114852,84366,114189,83887,576,415,0,0,87,26,38,0,64
0.5-1.0,OTHERS,KHAMMAM,541,TELANGANA,37,68872,50509,68205,50006,637,481,0,0,30,6,15,1,22
0.5-1.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,103322,73699,103145,73574,28,18,0,0,149,57,49,0,106
0.5-1.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,85621,61482,83406,59862,914,620,0,0,1301,535,462,4,1001
0.5-1.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,78967,55448,76458,53670,164,105,195,136,2150,1020,363,153,1537
0.5-1.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,124563,89313,124001,88905,265,181,0,0,297,134,92,0,227
0.5-1.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,115321,83353,114850,83014,66,53,0,0,405,157,129,0,286
0.5-1.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,125883,92052,120202,87769,4140,3080,32,20,1509,683,501,0,1184
0.5-1.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,192300,139401,192296,139397,4,4,0,0,0,0,0,0,0
0.5-1.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,143493,105187,143493,105187,0,0,0,0,0,0,0,0,0
0.5-1.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,83045,60790,82751,60565,166,124,42,31,86,26,41,2,69
0.5-1.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,101477,73988,101451,73968,0,0,26,20,0,0,0,0,0
0.5-1.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,131200,98126,130887,97903,292,209,0,0,21,4,10,0,14
0.5-1.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,122632,92710,122366,92474,0,0,266,236,0,0,0,0,0
0.5-1.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,147706,106925,147479,106752,193,146,0,0,34,14,13,0,27
0.5-1.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,22965,17300,22894,17246,71,54,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,13195,9767,13195,9767,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,5744,4193,5744,4193,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,10803,7950,10803,7950,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,9061,6712,9061,6712,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,25444,18841,25444,18841,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,24934,18315,24921,18305,0,0,4,3,9,3,3,0,6
0.5-1.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,29754,21999,29644,21922,83,62,0,0,27,10,5,0,15
0.5-1.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,41686,30697,41500,30546,172,140,0,0,14,5,6,0,10
0.5-1.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,10287,7526,10267,7513,0,0,20,13,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,10397,7579,10345,7536,30,24,0,0,22,10,10,0,19
0.5-1.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,24516,18132,24376,18030,8,4,5,4,127,66,21,7,94
0.5-1.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,8431,6303,8431,6303,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,4933,3626,4926,3621,0,0,0,0,7,3,2,0,5
0.5-1.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,3163,2316,3131,2295,32,21,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,6342,4639,6342,4639,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,3597,2622,3597,2622,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,5970,4296,5967,4295,0,0,0,0,3,1,0,1,2
0.5-1.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,3000,2097,3000,2097,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,3460,2576,3460,2576,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,6801,5173,6801,5173,0,0,0,0,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,4960,3521,4953,3517,7,4,0,0,0,0,0,0,0
0.5-1.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,115153,85754,114936,85589,183,138,8,7,26,10,11,0,21
0.5-1.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,130280,95460,130252,95440,9,7,0,0,19,10,4,0,14
0.5-1.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,172669,126030,172432,125853,197,147,5,5,35,12,14,0,26
0.5-1.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,175759,128007,175759,128007,0,0,0,0,0,0,0,0,0
0.5-1.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,92608,68189,92602,68183,6,6,0,0,0,0,0,0,0
0.5-1.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,244407,181468,244399,181461,3,2,0,0,5,4,1,0,5
0.5-1.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,189071,139326,188998,139269,4,3,10,7,59,28,18,0,47
0.5-1.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,164108,120394,163217,119755,748,540,0,0,143,40,59,0,99
0.5-1.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,120992,88605,120049,87886,895,683,0,0,48,13,22,1,36
0.5-1.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,118571,84742,118374,84604,28,18,20,13,149,57,49,0,106
0.5-1.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,100576,72296,98242,70587,964,655,0,0,1370,564,485,4,1053
0.5-1.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,105990,75362,103273,73430,172,110,200,140,2345,1123,396,163,1682
0.5-1.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,140848,101019,140215,100558,334,233,0,0,299,135,93,0,228
0.5-1.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,129591,93569,129040,93179,76,61,0,0,475,186,143,0,329
0.5-1.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,139148,101590,132788,96789,4688,3502,32,20,1640,744,535,0,1279
0.5-1.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,210486,152412,210482,152408,4,4,0,0,0,0,0,0,0
0.5-1.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,164258,120371,164258,120371,0,0,0,0,0,0,0,0,0
0.5-1.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,110204,80288,109887,80048,174,129,50,37,93,28,41,6,75
0.5-1.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,118412,85808,118386,85788,0,0,26,20,0,0,0,0,0
0.5-1.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,159152,118677,158803,118429,328,233,0,0,21,4,10,0,14
0.5-1.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,150381,113525,150115,113289,0,0,266,236,0,0,0,0,0
0.5-1.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,176800,127463,176538,127262,210,160,5,3,47,20,18,0,39
