size_class,social_group,district_name,district_code,state_name,state_code,holding_no,holding_ar,holding_whly-owned_self-operatd_no,holding_whly-owned_self-operatd_ar,holding_whly_leased-in_no,holding_whly_leased-in_ar,holding_whly-operatd_no,holding_whly-operatd_ar,holding_partly-ownd_leased-in_operatd_no,holding_partly-ownd_leased-in_operatd_ownd-ar,holding_partly-ownd_leased-in_operatd_leasdin-ar,holding_partly-ownd_leased-in_operatd_operatd-ar,holding_partly-ownd_leased-in_operatd_tot-ar
2.0-3.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,1320,3071,1315,3059,3,8,0,0,2,2,1,0,3
2.0-3.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,5605,12508,5605,12508,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,746,1724,745,1721,0,0,0,0,1,2,1,0,3
2.0-3.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,69592,159956,69047,158679,462,1076,7,17,76,122,62,0,184
2.0-3.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,26734,62775,26734,62775,0,0,0,0,0,0,0,0,0
2.0-3.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,41805,99454,41612,98974,18,48,0,0,175,226,207,0,433
2.0-3.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,39832,94259,39829,94253,0,0,3,7,0,0,0,0,0
2.0-3.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,30714,72584,30695,72531,15,43,4,10,0,0,0,0,0
2.0-3.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,93535,222795,93535,222795,0,0,0,0,0,0,0,0,0
2.0-3.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,66832,159146,66772,159004,6,16,24,53,30,51,23,0,73
2.0-3.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,43030,102538,42969,102400,53,120,0,0,8,9,8,0,17
2.0-3.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,40613,95762,39792,93775,325,767,10,21,486,669,507,23,1199
2.0-3.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,16525,39469,16456,39306,0,0,3,7,66,115,41,0,156
2.0-3.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,18622,44598,17957,42982,68,160,0,0,597,967,476,12,1456
2.0-3.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,22837,54345,22396,53302,0,0,0,0,441,841,134,68,1043
2.0-3.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,26647,63350,26504,63017,24,55,0,0,119,183,94,0,277
2.0-3.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,27350,65100,27303,64996,11,25,30,64,6,10,0,5,15
2.0-3.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,31022,74510,27592,66311,1240,2960,8,18,2182,3205,2017,0,5222
2.0-3.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,42683,102024,42681,102018,2,6,0,0,0,0,0,0,0
2.0-3.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,67980,159993,67980,159993,0,0,0,0,0,0,0,0,0
2.0-3.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,29454,69413,29272,68998,102,238,30,63,50,61,53,0,114
2.0-3.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,47623,111748,47609,111719,0,0,14,30,0,0,0,0,0
2.0-3.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,79493,189678,79267,189105,190,483,0,0,36,46,44,0,90
2.0-3.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,136949,316065,136933,316029,0,0,16,36,0,0,0,0,0
2.0-3.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,42605,100037,42490,99766,61,143,23,51,31,30,46,2,78
5.0-7.5,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,3,19,3,19,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,11,73,11,73,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,3,19,3,19,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,MEDAK,535,TELANGANA,37,12,70,12,70,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,13,77,13,77,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,3,19,3,19,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,10,64,10,64,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,1,5,1,5,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,20,128,20,128,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,35,210,35,210,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,15,91,15,91,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,15,93,15,93,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,36,229,36,229,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,77,469,77,469,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,3,19,3,19,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,98,603,98,603,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,25,150,25,150,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,46,275,46,275,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,8,50,8,50,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,99,608,99,608,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,2,14,2,14,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,882,5291,882,5291,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,70,417,70,417,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,201,1184,201,1184,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,239,1420,239,1420,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,252,1507,252,1507,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,648,3834,648,3834,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,256,1532,256,1532,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,339,2032,339,2032,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,142,829,139,811,0,0,0,0,3,6,7,5,18
5.0-7.5,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,8,49,8,49,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,38,229,30,184,0,0,0,0,8,33,11,0,45
5.0-7.5,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,35,195,34,190,0,0,0,0,1,4,1,0,5
5.0-7.5,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,50,293,49,287,1,6,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,111,637,111,637,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,105,634,85,509,10,64,0,0,10,22,40,0,62
5.0-7.5,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,99,583,99,583,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,192,1117,192,1117,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,124,741,124,741,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,63,365,63,365,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,903,5278,903,5278,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,456,2681,449,2641,0,0,7,40,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,102,615,102,615,0,0,0,0,0,0,0,0,0
5.0-7.5,OTHERS,ADILABAD,532,TELANGANA,37,6273,37611,6273,37611,0,0,0,0,0,0,0,0,0
5.0-7.5,OTHERS,NIZAMABAD,533,TELANGANA,37,2390,14233,2390,14233,0,0,0,0,0,0,0,0,0
5.0-7.5,OTHERS,KARIMNAGAR,534,TELANGANA,37,5119,30571,5113,30530,0,0,0,0,6,30,11,0,41
5.0-7.5,OTHERS,MEDAK,535,TELANGANA,37,5856,35164,5856,35164,0,0,0,0,0,0,0,0,0
5.0-7.5,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,4452,26811,4452,26811,0,0,0,0,0,0,0,0,0
5.0-7.5,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,12803,76975,12795,76933,8,42,0,0,0,0,0,0,0
5.0-7.5,OTHERS,NALGONDA,539,TELANGANA,37,10088,60275,10085,60260,0,0,0,0,3,12,3,0,15
5.0-7.5,OTHERS,WARANGAL,540,TELANGANA,37,5223,31330,5207,31240,4,19,0,0,12,62,9,0,71
5.0-7.5,OTHERS,KHAMMAM,541,TELANGANA,37,4043,24180,3803,22704,22,152,0,0,218,822,427,76,1325
5.0-7.5,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,1756,10395,1697,10044,0,0,0,0,59,257,95,0,352
5.0-7.5,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,2491,14850,2337,13944,2,17,0,0,152,649,240,0,889
5.0-7.5,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,1318,7800,1256,7403,0,0,0,0,62,373,5,19,397
5.0-7.5,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,2629,15589,2608,15454,9,60,0,0,12,57,19,0,75
5.0-7.5,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,4142,24754,4136,24724,0,0,0,0,6,14,17,0,30
5.0-7.5,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,4955,29678,4273,25671,172,979,0,0,510,1796,1232,0,3028
5.0-7.5,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,5057,29709,4874,28578,0,0,0,0,183,891,240,0,1131
5.0-7.5,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,10562,63224,10562,63224,0,0,0,0,0,0,0,0,0
5.0-7.5,OTHERS,NELLORE,550,ANDHRA PRADESH,36,5364,32207,5323,31959,5,34,0,0,36,132,56,26,214
5.0-7.5,OTHERS,KADAPA,551,ANDHRA PRADESH,36,5102,30181,5102,30181,0,0,0,0,0,0,0,0,0
5.0-7.5,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,18686,112269,18586,111620,4,23,0,0,96,299,326,0,626
5.0-7.5,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,18870,112921,18870,112921,0,0,0,0,0,0,0,0,0
5.0-7.5,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,4514,26965,4496,26861,10,56,0,0,8,22,26,0,48
5.0-7.5,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,2372,14197,2340,13993,32,204,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,44,261,44,261,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,74,432,74,432,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,258,1531,258,1531,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,196,1162,196,1162,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,647,3879,647,3879,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,561,3326,556,3297,0,0,0,0,5,28,1,0,29
5.0-7.5,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,689,4153,689,4153,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,1676,9964,1642,9764,0,0,0,0,34,116,68,17,200
5.0-7.5,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,119,699,119,699,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,314,1877,312,1866,0,0,0,0,2,5,5,0,11
5.0-7.5,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,3638,21890,3612,21753,0,0,0,0,26,104,34,0,138
5.0-7.5,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,1885,11338,1885,11338,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,334,1992,334,1992,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,39,238,39,238,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,73,426,72,420,0,0,0,0,1,5,1,0,7
5.0-7.5,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,48,276,48,276,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,28,166,28,166,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,22,128,22,128,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,192,1135,192,1135,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,302,1780,302,1780,0,0,0,0,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,29,166,29,166,0,0,0,0,0,0,0,0,0
5.0-7.5,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,9530,57118,9498,56914,32,204,0,0,0,0,0,0,0
5.0-7.5,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,2515,14984,2515,14984,0,0,0,0,0,0,0,0,0
5.0-7.5,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,5397,32207,5391,32166,0,0,0,0,6,30,11,0,41
5.0-7.5,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,6365,38185,6365,38185,0,0,0,0,0,0,0,0,0
5.0-7.5,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,4913,29558,4913,29558,0,0,0,0,0,0,0,0,0
5.0-7.5,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,14101,84707,14093,84666,8,42,0,0,0,0,0,0,0
5.0-7.5,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,10915,65198,10907,65153,0,0,0,0,8,40,4,0,45
5.0-7.5,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,6252,37520,6236,37430,4,19,0,0,12,62,9,0,71
5.0-7.5,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,5881,35101,5604,33406,22,152,0,0,255,944,502,97,1543
5.0-7.5,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,1918,11354,1859,11002,0,0,0,0,59,257,95,0,352
5.0-7.5,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,2858,17046,2694,16085,2,17,0,0,162,687,257,0,944
5.0-7.5,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,5006,29978,4917,29439,0,0,0,0,89,480,40,19,540
5.0-7.5,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,4600,27449,4578,27308,10,66,0,0,12,57,19,0,75
5.0-7.5,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,4664,27852,4658,27822,0,0,0,0,6,14,17,0,30
5.0-7.5,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,5102,30569,4400,26436,182,1043,0,0,520,1817,1273,0,3090
5.0-7.5,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,5327,31322,5143,30184,0,0,0,0,184,897,241,0,1138
5.0-7.5,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,10827,64768,10827,64768,0,0,0,0,0,0,0,0,0
5.0-7.5,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,5562,33390,5521,33142,5,34,0,0,36,132,56,26,214
5.0-7.5,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,5187,30674,5187,30674,0,0,0,0,0,0,0,0,0
5.0-7.5,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,19789,118732,19689,118083,4,23,0,0,96,299,326,0,626
5.0-7.5,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,19727,117990,19720,117951,0,0,7,40,0,0,0,0,0
5.0-7.5,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,4647,27759,4629,27655,10,56,0,0,8,22,26,0,48
4.0-5.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,2,9,2,9,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,2,8,2,8,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,3,14,3,14,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,10,44,10,44,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,15,67,15,67,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,4,17,4,17,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,7,32,7,32,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,37,165,37,165,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,7,32,7,32,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,17,75,17,75,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,37,163,37,163,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,53,237,53,237,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,81,364,81,364,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,12,54,12,54,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,26,113,26,113,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,1,4,1,4,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,6,26,6,26,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,59,269,59,269,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,1,5,1,5,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,1093,4811,1093,4811,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,130,573,130,573,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,306,1344,306,1344,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,318,1403,318,1403,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,345,1527,345,1527,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,1162,5158,1162,5158,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,393,1739,393,1739,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,575,2554,575,2554,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,259,1133,259,1133,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,17,75,15,67,0,0,0,0,2,5,3,0,8
4.0-5.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,73,320,73,320,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,36,159,36,159,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,101,450,101,450,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,100,443,100,443,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,180,796,171,759,1,4,0,0,8,16,16,0,32
4.0-5.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,220,967,220,967,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,338,1481,338,1481,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,229,999,229,999,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,74,328,74,328,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,1135,5063,1135,5063,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,585,2598,585,2598,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,131,578,131,578,0,0,0,0,0,0,0,0,0
4.0-5.0,OTHERS,ADILABAD,532,TELANGANA,37,6692,29659,6692,29659,0,0,0,0,0,0,0,0,0
4.0-5.0,OTHERS,NIZAMABAD,533,TELANGANA,37,2968,13100,2968,13100,0,0,0,0,0,0,0,0,0
4.0-5.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,6545,29009,6539,28985,0,0,0,0,6,18,7,0,24
4.0-5.0,OTHERS,MEDAK,535,TELANGANA,37,6313,27952,6313,27952,0,0,0,0,0,0,0,0,0
4.0-5.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,4732,20941,4732,20941,0,0,0,0,0,0,0,0,0
4.0-5.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,14749,65567,14744,65548,0,0,0,0,5,14,0,5,19
4.0-5.0,OTHERS,NALGONDA,539,TELANGANA,37,11525,51062,11521,51045,0,0,0,0,4,12,4,0,16
4.0-5.0,OTHERS,WARANGAL,540,TELANGANA,37,6739,29915,6739,29915,0,0,0,0,0,0,0,0,0
4.0-5.0,OTHERS,KHAMMAM,541,TELANGANA,37,5118,22606,4948,21854,26,113,0,0,144,405,216,18,639
4.0-5.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,2590,11459,2566,11352,0,0,0,0,24,79,28,0,107
4.0-5.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,3260,14454,2970,13180,0,0,0,0,290,918,356,0,1274
4.0-5.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,1502,6615,1473,6488,0,0,0,0,29,102,23,2,128
4.0-5.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,3504,15456,3476,15332,9,41,0,0,19,47,37,0,84
4.0-5.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,4710,20810,4684,20690,10,43,0,0,16,0,44,33,77
4.0-5.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,6321,27986,5378,23844,235,1036,0,0,708,1917,1189,0,3106
4.0-5.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,7419,32906,7375,32696,0,0,0,0,44,163,48,0,211
