size_class,social_group,district_name,district_code,state_name,state_code,holding_no,holding_ar,holding_canal_no,holding_canal_ar,holding_tank_no,holding_tank_ar,holding_well_no,holding_well_ar,holding_tubewell_no,holding_tubewell_ar,no_holdings_othersources,area_irrigated_othersources,no_holdings_receiving_irrigation,total_irrigated_area
1.0-2.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,10813,14520,1485,1394,723,471,241,143,5299,5416,289,126,6762,7550
1.0-2.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,13973,18940,2790,2096,908,536,8820,9213,173,188,334,88,10644,12122
1.0-2.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,18593,25236,63,46,801,397,679,488,6325,5018,111,96,7556,6045
1.0-2.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,12105,16722,21,7,98,23,602,426,2010,1486,12,11,2696,1954
1.0-2.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,27944,39005,1155,1282,296,234,258,187,5571,4934,171,184,7348,6821
1.0-2.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,14990,20554,1849,1979,264,185,1010,744,4050,3160,77,81,7057,6149
1.0-2.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,11507,15694,29,38,1112,1040,6657,6960,214,216,122,129,7844,8383
1.0-2.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,5748,7799,1273,1392,845,798,593,617,408,485,358,328,3219,3620
1.0-2.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,1542,2017,374,440,346,342,5,5,59,66,136,116,916,969
1.0-2.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,2076,2796,240,264,723,519,98,76,113,87,45,23,1097,968
1.0-2.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,1129,1543,159,197,393,389,104,93,19,22,73,45,730,745
1.0-2.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,2743,3682,1400,1396,152,190,24,20,313,334,245,176,2036,2114
1.0-2.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,4469,6090,860,1120,465,607,6,7,2827,3890,116,124,4252,5749
1.0-2.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,4422,5951,1888,2506,360,392,44,52,628,729,229,222,3113,3901
1.0-2.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,5376,7211,2523,3348,85,78,24,27,828,1112,92,82,3551,4648
1.0-2.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,15758,22123,678,791,579,437,131,147,3097,3527,210,231,4625,5133
1.0-2.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,11591,15537,2336,2787,3393,3510,659,743,1256,1538,71,82,7451,8660
1.0-2.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,7920,11068,342,263,141,112,188,165,2836,2987,20,26,3462,3552
1.0-2.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,20608,28737,3037,3470,268,290,495,524,1225,1438,460,472,5389,6195
1.0-2.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,22432,32555,493,583,53,20,130,94,2504,2229,12,14,3107,2940
1.0-2.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,13019,17902,561,755,975,652,1429,1216,3468,2783,81,90,6112,5496
1.0-2.0,OTHERS,ADILABAD,532,TELANGANA,37,90217,129447,4292,4387,3951,3521,4340,4902,5075,5574,0,0,15986,18384
1.0-2.0,OTHERS,NIZAMABAD,533,TELANGANA,37,91437,128017,16212,18649,5011,4066,1887,1383,42064,46122,0,0,58895,70219
1.0-2.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,126752,178297,27888,22960,7581,6003,86937,96290,2528,2911,888,1043,104854,129206
1.0-2.0,OTHERS,MEDAK,535,TELANGANA,37,120377,168747,683,334,5338,3486,5456,4250,49360,41219,1003,895,58088,50183
1.0-2.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,67816,95571,720,773,924,274,3025,2183,16162,12651,142,108,20483,15989
1.0-2.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,197502,282862,11153,13208,2282,1740,2518,2527,47553,41504,3703,3837,66041,62816
1.0-2.0,OTHERS,NALGONDA,539,TELANGANA,37,155305,220963,25899,30572,2100,1526,11023,8888,44278,34364,1365,1444,82008,76794
1.0-2.0,OTHERS,WARANGAL,540,TELANGANA,37,105740,148796,1330,1827,11442,11795,63837,70741,3482,3609,1513,1434,79112,89406
1.0-2.0,OTHERS,KHAMMAM,541,TELANGANA,37,62730,87930,15508,17510,9987,9891,8004,8860,5365,5943,3112,3396,38177,45599
1.0-2.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,62857,86492,33313,41205,14657,14297,1570,1104,1633,1759,1126,1048,50561,59413
1.0-2.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,57096,79057,8265,9184,30097,23026,4220,2669,4701,4515,247,234,42025,39628
1.0-2.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,41078,55861,12359,13767,12716,12009,3324,2429,1233,1076,700,776,28717,30057
1.0-2.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,72592,99582,35371,42780,8023,9195,360,362,14125,16320,1684,2135,56798,70792
1.0-2.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,78380,108878,35448,47610,1760,2369,470,640,34178,47348,2658,3513,73868,101480
1.0-2.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,91402,127884,48389,66033,3957,4055,1108,1277,9421,12028,3165,3731,65050,87124
1.0-2.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,140692,195277,72112,95276,885,1117,702,907,14773,20663,4057,4378,92478,122340
1.0-2.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,151097,215873,13667,17060,5765,5275,801,857,25038,29105,4476,2953,49012,55251
1.0-2.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,77841,109836,20318,26163,19523,22172,3719,4287,9894,12356,1604,1977,53038,66954
1.0-2.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,113575,163190,7367,7949,3009,2433,4017,3270,30516,32848,172,207,44288,46708
1.0-2.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,163417,233865,23688,29727,2378,2258,3934,4128,10135,11124,2698,2991,41573,50229
1.0-2.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,209985,309988,6191,7047,2970,2025,1530,1097,31673,28840,121,151,41197,39161
1.0-2.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,128363,181152,2390,3108,6102,4269,9724,7842,44173,35707,352,416,58542,51341
1.0-2.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,34794,49802,522,500,254,259,519,654,408,492,0,0,1662,1904
1.0-2.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,10578,14239,2462,3043,188,158,151,158,4450,4822,0,0,7071,8180
1.0-2.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,4278,5858,766,744,544,386,2153,2311,52,57,0,0,3084,3498
1.0-2.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,9878,13656,69,29,484,284,104,100,3811,2994,0,0,4111,3407
1.0-2.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,8025,11053,180,171,169,106,327,200,2276,2240,0,0,2949,2718
1.0-2.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,23940,33489,499,502,383,214,364,229,5626,4518,0,0,6800,5463
1.0-2.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,21197,29224,2963,3229,913,745,639,475,4616,3036,0,0,8935,7485
1.0-2.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,24633,33921,403,535,3498,3173,13086,15133,671,600,0,0,17227,19441
1.0-2.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,37471,52243,1899,2322,6764,6144,2484,2655,2573,2874,0,0,13219,13995
1.0-2.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,6389,8584,1071,1140,1290,1194,18,25,12,9,176,137,2548,2504
1.0-2.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,8020,11019,199,231,1195,1044,70,35,134,127,555,559,2069,1995
1.0-2.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,26679,37972,657,751,819,665,127,139,39,43,9746,7818,11365,9417
1.0-2.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,11213,16283,355,367,2378,2764,9,10,219,298,370,269,3284,3707
1.0-2.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,4306,6112,48,67,263,279,0,0,2046,2888,108,159,2460,3394
1.0-2.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,1874,2640,334,519,234,176,110,71,134,175,63,69,860,1010
1.0-2.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,4635,6306,1032,1360,334,246,13,17,1628,2197,90,109,3094,3929
1.0-2.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,3211,4500,410,509,96,92,3,4,724,911,70,80,1288,1596
1.0-2.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,2678,3559,615,770,736,615,242,283,432,471,18,22,1901,2162
1.0-2.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,1974,2727,69,82,272,180,48,20,289,317,4,4,682,604
1.0-2.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,3671,5116,262,338,116,114,131,160,331,420,55,45,874,1077
1.0-2.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,11031,16178,81,73,67,46,76,94,1243,953,8,9,1399,1176
1.0-2.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,3044,4243,60,84,231,162,123,110,689,620,14,18,1072,993
1.0-2.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,143934,205874,5432,5517,5109,4573,5764,6579,6039,6649,39,24,20438,23341
1.0-2.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,112836,156787,20159,23085,5923,4694,2279,1684,51813,56360,290,127,72730,85951
1.0-2.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,145008,203103,31444,25800,9034,6926,97911,107814,2753,3156,1222,1132,118584,144827
1.0-2.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,148880,207685,815,408,6629,4173,6239,4838,59507,49238,1114,991,69772,59647
1.0-2.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,87956,123362,921,951,1192,405,3954,2809,20448,16378,154,119,26129,20662
1.0-2.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,249386,355356,12807,14991,2961,2187,3140,2943,58750,50957,3874,4022,80189,75100
1.0-2.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,191508,270762,30715,35784,3282,2459,12672,10108,52946,40560,1442,1525,98011,90436
1.0-2.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,141881,198412,1762,2400,16053,16008,83580,92834,4367,4424,1635,1563,104184,117231
1.0-2.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,105973,148011,18684,21229,17603,16839,11081,12132,8347,9303,3472,3728,54629,63230
1.0-2.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,70894,97255,34825,42881,16293,15832,1593,1135,1704,1834,1472,1332,54126,63014
1.0-2.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,67198,92882,8705,9679,32015,24589,4389,2782,4948,4729,851,819,45197,42598
1.0-2.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,68929,95438,13186,14732,13928,13063,3555,2661,1291,1141,10548,8660,40852,40256
1.0-2.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,86674,119731,37183,44622,10553,12149,393,392,14660,16954,2361,2625,62238,76740
1.0-2.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,87299,121288,36414,48883,2488,3255,476,647,39075,54160,2943,3842,80723,110787
1.0-2.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,97699,136477,50611,69057,4551,4623,1262,1401,10183,12932,3457,4022,69023,92034
1.0-2.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,150845,209008,75684,100008,1304,1441,739,951,17238,23985,4288,4607,99197,130993
1.0-2.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,170081,242517,14755,18360,6440,5804,935,1008,28859,33543,4757,3265,54926,61980
1.0-2.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,92262,129146,23301,29757,23652,26297,4620,5314,11590,14373,1781,2156,62515,77896
1.0-2.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,123474,176991,7778,8294,3422,2725,4253,3456,33641,36153,198,238,48434,50866
1.0-2.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,187698,267721,26987,33535,2762,2663,4560,4812,11692,12984,3214,3509,47838,57504
1.0-2.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,243528,358835,6765,7703,3090,2091,1736,1286,35427,32027,146,179,45715,43286
1.0-2.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,144431,203304,3011,3947,7308,5082,11276,9167,48330,39109,447,523,65726,57830
0.5-1.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,12,9,0,0,0,0,2,1,0,0,4,2,6,3
0.5-1.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,5,3,0,0,0,0,0,0,0,0,1,0,1,0
0.5-1.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,2,1,0,0,0,0,1,1,0,0,0,0,1,1
0.5-1.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,25,18,0,0,4,1,0,0,3,1,1,1,8,3
0.5-1.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,4,3,0,0,0,0,0,0,1,0,0,0,1,0
0.5-1.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,7,6,1,1,3,1,0,0,0,0,0,0,4,2
0.5-1.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,1,1,0,0,0,0,1,0,0,0,0,0,1,0
0.5-1.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,7,5,5,4,0,0,0,0,1,1,0,0,6,4
0.5-1.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,44,32,2,1,0,0,0,0,0,0,37,14,38,15
0.5-1.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,3,2,1,1,0,0,0,0,0,0,0,0,1,1
0.5-1.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,21,15,4,3,0,0,0,0,0,0,13,5,17,8
0.5-1.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,145,106,74,52,0,0,0,0,14,10,40,14,128,77
0.5-1.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,96,69,43,30,0,0,0,0,7,5,46,17,96,52
0.5-1.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,4,3,0,0,0,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,11,8,5,4,0,0,0,0,0,0,0,0,5,4
0.5-1.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,13,10,0,0,0,0,0,0,0,0,1,0,1,0
0.5-1.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,104,77,37,26,0,0,4,2,6,3,51,24,97,55
0.5-1.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,3,2,1,1,0,0,0,0,0,0,0,0,1,1
0.5-1.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,80,57,0,0,0,0,0,0,0,0,1,0,1,0
0.5-1.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,2,2,0,0,0,0,0,0,0,0,1,0,1,0
0.5-1.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,20153,14918,802,550,1562,952,1020,714,532,370,78,26,3802,2612
0.5-1.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,17068,12321,3019,1779,1260,555,290,140,6888,4115,384,108,10447,6697
0.5-1.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,24933,17882,4086,2230,1485,790,13653,8825,227,150,253,73,17788,12068
0.5-1.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,29765,21406,168,94,1230,476,1025,505,6952,3444,176,111,9411,4630
0.5-1.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,15700,11485,59,19,151,39,487,237,2129,1015,14,8,2724,1318
0.5-1.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,36601,26911,1688,1144,428,158,205,102,4747,2590,325,215,7320,4208
0.5-1.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,22607,16367,3452,2186,529,243,1106,613,4515,2365,109,69,9628,5476
0.5-1.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,19501,14029,100,59,2132,1316,9312,5789,447,247,266,194,12175,7606
0.5-1.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,10427,7394,2357,1491,1342,857,730,500,530,352,570,382,5397,3582
0.5-1.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,4918,3485,1995,1325,878,512,38,17,137,92,42,28,3013,1974
0.5-1.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,4555,3232,444,282,1878,977,228,115,60,34,64,28,2566,1436
0.5-1.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,2486,1767,555,348,863,481,133,63,20,12,102,58,1659,963
0.5-1.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,7709,5298,4073,2184,675,417,118,53,756,456,102,53,5503,3163
0.5-1.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,9241,6521,2481,1727,780,561,24,14,5139,3611,198,116,8596,6029
0.5-1.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,10098,7219,4521,3152,712,418,56,43,1196,756,454,314,6861,4684
0.5-1.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,11833,8364,5597,3879,73,37,69,53,1474,1052,311,188,7520,5208
0.5-1.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,17155,12552,1250,843,1023,540,70,45,2488,1706,210,133,5017,3267
0.5-1.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,21085,15125,5314,3607,7612,4599,997,682,2015,1391,192,120,15900,10399
0.5-1.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,13934,9722,885,492,360,219,161,89,4058,2458,41,27,5485,3286
0.5-1.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,24489,17972,4433,2947,673,447,587,383,870,573,460,318,6950,4667
0.5-1.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,20868,15585,1045,698,44,18,42,15,1406,904,10,7,2484,1644
0.5-1.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,24132,17015,1290,890,2423,1103,1965,1066,3776,1896,210,135,9297,5089
0.5-1.0,OTHERS,ADILABAD,532,TELANGANA,37,72023,53527,5293,3593,4941,2995,3698,2570,2873,1930,0,0,15894,11089
0.5-1.0,OTHERS,NIZAMABAD,533,TELANGANA,37,100012,73369,21697,13864,5807,3197,1225,654,35334,21820,0,0,59812,39535
0.5-1.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,141990,103955,28969,16282,6937,4069,81417,53838,1500,1038,843,615,109599,75842
0.5-1.0,OTHERS,MEDAK,535,TELANGANA,37,135166,98632,1204,673,7099,3408,3876,2022,36696,19501,1538,968,49173,26571
0.5-1.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,67843,49989,911,603,896,204,2175,968,14233,7021,161,98,18008,8894
0.5-1.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,182361,135716,10883,7367,1645,791,1297,632,29155,16221,3484,2013,45966,27024
0.5-1.0,OTHERS,NALGONDA,539,TELANGANA,37,141523,104638,30430,19964,3214,1615,7070,4229,28828,15672,1430,865,70029,42346
0.5-1.0,OTHERS,WARANGAL,540,TELANGANA,37,114852,84366,1526,1087,14190,9336,60941,39980,3202,1803,2063,1490,81066,53695
0.5-1.0,OTHERS,KHAMMAM,541,TELANGANA,37,68872,50509,18657,12219,10133,6231,5258,3360,4142,2906,3349,2290,40006,27007
0.5-1.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,103322,73699,55425,36941,23195,13401,2215,825,1912,1184,1900,865,82655,53216
0.5-1.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,85621,61482,11775,7468,46909,22834,3143,1637,2720,1576,256,167,61985,33682
0.5-1.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,78967,55448,24173,14377,24621,13068,4151,1866,2744,1525,1922,1436,56333,32271
0.5-1.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,124563,89313,65859,43931,12041,7948,364,232,19273,12408,2449,1687,97574,66206
0.5-1.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,115321,83353,62087,43989,2756,1908,693,508,40385,29070,4421,3123,109592,78597
0.5-1.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,125883,92052,73466,53294,5072,3200,1191,806,10852,7455,4333,2905,94324,67660
0.5-1.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,192300,139401,100617,71488,1047,727,931,674,16104,11836,4639,3109,123318,87834
0.5-1.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,143493,105187,15417,10918,6720,4154,507,315,14863,9867,5594,2468,42688,27723
0.5-1.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,83045,60790,25146,17690,25480,16444,3513,2495,9387,6537,1870,1319,64526,44486
0.5-1.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,101477,73988,11295,7233,4417,2572,2629,1512,26682,16529,346,231,44997,28077
0.5-1.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,131200,98126,25017,17198,2734,1817,3001,1934,6819,4648,2056,1416,39165,27014
0.5-1.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,122632,92710,5511,3837,1208,447,621,262,13186,7924,30,16,20126,12485
0.5-1.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,147706,106925,3441,2371,8766,4374,10064,5221,36304,18504,343,229,56918,30699
0.5-1.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,22965,17300,594,392,441,273,499,347,381,282,0,0,1866,1294
0.5-1.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,13195,9767,3851,2734,520,276,211,136,3640,2520,0,0,8056,5665
0.5-1.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,5744,4193,723,432,1132,472,2316,1526,75,52,0,0,3911,2482
0.5-1.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,10803,7950,56,23,467,225,106,46,3115,1674,0,0,3584,1967
0.5-1.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,9061,6712,150,105,277,108,205,94,1919,1113,0,0,2540,1419
0.5-1.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,25444,18841,798,543,370,172,169,65,3948,2209,0,0,5224,2989
0.5-1.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,24934,18315,4792,2993,822,410,590,299,4945,2743,0,0,11107,6445
0.5-1.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,29754,21999,421,317,3638,2311,14644,9916,970,566,0,0,19445,13111
0.5-1.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,41686,30697,3004,2022,7432,4696,2321,1557,2223,1544,0,0,14850,9820
0.5-1.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,10287,7526,1590,1001,1962,1068,37,27,2,1,488,206,4067,2303
0.5-1.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,10397,7579,329,224,1699,990,0,0,42,29,702,439,2766,1681
0.5-1.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,24516,18132,1107,697,1147,556,129,79,53,37,10677,5664,13090,7034
0.5-1.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,8431,6303,562,360,1953,1323,0,0,137,96,249,129,2900,1907
0.5-1.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,4933,3626,135,95,351,222,15,13,2184,1603,168,121,2852,2054
0.5-1.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,3163,2316,698,539,351,153,20,14,280,198,97,61,1442,966
0.5-1.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,6342,4639,1403,1000,386,155,29,20,2024,1530,177,95,4016,2799
0.5-1.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,3597,2622,766,547,171,89,0,0,404,287,43,18,1379,940
0.5-1.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,5970,4296,1527,1003,2081,1244,356,236,642,460,73,47,4542,2990
0.5-1.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,3000,2097,186,120,216,76,23,11,600,321,24,16,1047,545
0.5-1.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,3460,2576,468,325,215,133,125,84,236,147,45,28,1077,716
0.5-1.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,6801,5173,20,16,13,3,58,19,414,278,0,0,505,316
0.5-1.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,4960,3521,203,134,910,426,188,81,681,336,5,3,1911,981
0.5-1.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,115153,85754,6689,4535,6944,4221,5219,3632,3786,2582,82,27,21568,14998
0.5-1.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,130280,95460,28567,18377,7587,4027,1726,930,45862,28455,385,109,78316,51898
0.5-1.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,172669,126030,33778,18945,9554,5331,97387,64189,1802,1240,1096,689,131299,90394
