size_class,social_group,district_name,district_code,state_name,state_code,holding_no,holding_ar,holding_canal_no,holding_canal_ar,holding_tank_no,holding_tank_ar,holding_well_no,holding_well_ar,holding_tubewell_no,holding_tubewell_ar,no_holdings_othersources,area_irrigated_othersources,no_holdings_receiving_irrigation,total_irrigated_area
2.0-3.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,9680,22607,2955,5266,2882,4559,803,799,461,568,34,25,6446,11218
2.0-3.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,19685,46786,8934,17864,2429,4630,147,246,4643,9026,453,967,15416,32733
2.0-3.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,24435,58214,9527,22072,501,1128,156,345,12179,28319,761,1624,22770,53487
2.0-3.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,29567,71025,14761,33495,1441,2081,547,768,3869,7468,1070,1981,20873,45792
2.0-3.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,40157,96105,20242,45258,343,679,260,445,5048,11781,1326,2308,27152,60471
2.0-3.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,62026,146621,5058,9398,2561,3008,501,697,13645,20823,1929,1757,22855,35683
2.0-3.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,26589,62871,6732,13793,6200,11045,1300,2332,3780,7178,294,531,17064,34879
2.0-3.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,45056,106058,1716,2643,834,1011,1774,1514,13559,20228,115,170,17368,25566
2.0-3.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,72022,172226,10389,19908,1082,1219,2577,4519,5158,8042,1106,1816,19218,35504
2.0-3.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,120864,280184,3236,5041,1249,868,879,1016,18946,23683,33,56,23131,30664
2.0-3.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,39371,92660,554,1170,1892,1564,3463,3865,17798,20387,121,178,21811,27163
2.0-3.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,21510,49174,236,331,147,195,211,379,121,186,0,0,677,1091
2.0-3.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,1741,3935,279,604,95,105,17,22,772,1236,0,0,1134,1967
2.0-3.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,958,2225,91,85,312,360,391,644,16,23,0,0,692,1113
2.0-3.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,2399,5555,12,5,207,126,22,22,875,1093,0,0,957,1246
2.0-3.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,2635,6075,53,85,90,86,101,80,817,995,0,0,1051,1246
2.0-3.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,7937,18626,264,354,345,447,139,112,2893,3129,0,0,3613,4042
2.0-3.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,5981,14088,937,1407,467,622,261,229,1844,1765,0,0,3219,4023
2.0-3.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,6202,14709,90,192,1055,1464,3208,5925,197,231,0,0,4408,7813
2.0-3.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,15500,36143,579,1010,3267,3475,809,1159,1472,2125,0,0,5798,7768
2.0-3.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,1358,3164,137,214,304,386,0,0,0,0,23,19,460,619
2.0-3.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,2401,5686,60,74,380,480,4,7,65,55,213,284,656,900
2.0-3.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,12921,31203,175,282,202,261,12,11,11,10,6575,7890,6939,8454
2.0-3.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,6323,15032,136,192,1508,2673,0,0,131,257,258,233,2019,3356
2.0-3.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,1852,4399,5,12,133,226,0,0,847,1987,10,24,993,2249
2.0-3.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,498,1213,44,101,81,95,0,0,58,81,7,13,190,291
2.0-3.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,1314,3037,139,307,150,199,0,0,605,1340,8,19,901,1864
2.0-3.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,926,2088,95,115,58,66,0,0,344,525,19,13,504,718
2.0-3.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,603,1362,116,269,262,314,66,121,23,43,0,0,453,747
2.0-3.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,529,1186,4,10,121,128,51,42,57,114,0,0,233,295
2.0-3.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,1320,3071,32,69,46,65,57,134,132,199,23,54,287,521
2.0-3.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,5605,12508,3,7,105,154,0,0,974,1519,1,2,1081,1682
2.0-3.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,746,1724,11,24,77,86,17,11,151,126,6,6,238,253
2.0-3.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,69592,159956,1858,2889,2101,2425,2759,4288,2250,3414,17,20,8160,13035
2.0-3.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,26734,62775,4615,8309,1334,1581,750,714,14869,23478,70,74,19226,34155
2.0-3.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,41805,99454,9097,11308,3069,3318,28069,47110,1388,1953,508,471,33096,64161
2.0-3.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,39832,94259,209,131,2099,1729,1517,1408,17595,22446,464,592,19993,26306
2.0-3.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,30714,72584,471,740,479,243,1707,1630,9000,8860,81,113,11304,11585
2.0-3.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,93535,222795,6161,9768,1808,2162,1762,2290,33402,42068,1672,2912,43684,59200
2.0-3.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,66832,159146,10519,19236,1454,1968,6185,6484,25649,26937,520,825,41776,55451
2.0-3.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,43030,102538,539,1251,5112,7379,26103,43618,1885,2735,399,339,31895,55322
2.0-3.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,40613,95762,6320,10711,7399,9160,4889,7632,5105,7593,1640,2220,22189,37317
2.0-3.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,16525,39469,8298,17061,3982,6092,576,677,377,617,317,593,13063,25040
2.0-3.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,18622,44598,2387,3594,8402,9474,1801,1309,2259,2989,485,582,12088,17948
2.0-3.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,22837,54345,3139,5566,3167,4942,826,820,473,580,6674,7990,13551,19898
2.0-3.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,26647,63350,9283,18424,3990,7427,154,260,4812,9360,845,1357,17865,36827
2.0-3.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,27350,65100,9685,22455,665,1427,159,351,13549,31517,1066,1997,24766,57747
2.0-3.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,31022,74510,15161,34423,1605,2274,554,777,4079,7817,1177,2147,21718,47439
2.0-3.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,42683,102024,20747,46445,510,889,260,445,5751,13357,1662,2721,28861,63858
2.0-3.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,67980,159993,5316,9801,2802,3246,571,814,15285,23278,2005,1875,25103,39013
2.0-3.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,29454,69413,7268,14932,7065,12235,1508,2728,4099,7818,365,616,18988,38329
2.0-3.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,47623,111748,1845,2750,985,1175,1878,1606,14350,21432,183,252,18588,27216
2.0-3.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,79493,189678,11121,21175,1224,1358,2812,4957,5748,8898,1285,2054,20952,38442
2.0-3.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,136949,316065,3404,5345,1370,1033,900,1044,21010,26398,38,62,25469,33881
2.0-3.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,42605,100037,643,1346,2085,1782,3744,4172,18865,21457,170,235,23384,28991
5.0-7.5,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,3,19,0,0,0,0,0,0,0,0,1,3,1,3
5.0-7.5,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,11,73,0,0,10,33,0,0,0,0,1,3,11,36
5.0-7.5,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,3,19,0,0,2,6,0,0,0,0,0,0,2,6
5.0-7.5,INSTITUTIONAL,MEDAK,535,TELANGANA,37,12,70,0,0,0,0,0,0,2,11,0,0,2,11
5.0-7.5,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,13,77,0,0,8,23,0,0,2,2,0,0,10,25
5.0-7.5,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,3,19,0,0,0,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,10,64,4,23,2,6,0,0,1,2,0,0,7,31
5.0-7.5,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,1,5,0,0,1,3,0,0,0,0,0,0,1,3
5.0-7.5,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,20,128,4,25,6,18,0,0,0,0,3,9,13,53
5.0-7.5,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,35,210,10,42,0,0,0,0,0,0,21,59,30,100
5.0-7.5,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,15,91,0,0,0,0,0,0,1,1,12,28,12,28
5.0-7.5,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,15,93,0,0,0,0,0,0,0,0,8,25,8,25
5.0-7.5,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,36,229,7,47,0,0,0,0,0,0,27,91,34,138
5.0-7.5,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,77,469,21,129,0,0,0,0,13,77,38,116,72,322
5.0-7.5,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,3,19,0,0,0,0,0,0,1,2,2,6,3,9
5.0-7.5,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,98,603,14,86,0,0,0,0,2,13,41,143,57,242
5.0-7.5,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,25,150,0,0,0,0,0,0,0,0,2,6,2,6
5.0-7.5,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,46,275,8,33,0,0,0,0,5,11,28,88,37,132
5.0-7.5,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,8,50,6,35,0,0,0,0,0,0,0,0,6,35
5.0-7.5,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,99,608,5,20,0,0,0,0,0,0,1,3,6,23
5.0-7.5,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,2,14,0,0,0,0,0,0,0,0,1,4,1,4
5.0-7.5,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,882,5291,20,88,27,48,34,73,15,30,0,0,83,240
5.0-7.5,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,70,417,1,1,0,0,0,0,29,75,25,76,54,152
5.0-7.5,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,201,1184,38,62,4,7,97,335,28,62,41,128,145,594
5.0-7.5,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,239,1420,0,0,10,5,16,17,77,240,10,32,85,294
5.0-7.5,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,252,1507,0,0,0,0,17,11,36,56,44,129,94,196
5.0-7.5,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,648,3834,18,58,5,2,7,9,196,583,38,126,260,778
5.0-7.5,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,256,1532,5,26,2,0,34,79,80,152,76,229,180,487
5.0-7.5,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,339,2032,0,0,43,56,143,410,13,43,69,208,229,717
5.0-7.5,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,142,829,24,88,26,76,5,8,10,26,49,140,95,338
5.0-7.5,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,8,49,0,0,0,0,0,0,0,0,6,19,6,19
5.0-7.5,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,38,229,1,3,9,15,1,2,0,0,14,38,24,58
5.0-7.5,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,35,195,1,4,4,8,0,0,0,0,19,51,24,63
5.0-7.5,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,50,293,7,35,0,0,0,0,1,5,27,77,34,118
5.0-7.5,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,111,637,7,38,0,0,0,0,56,301,34,98,97,437
5.0-7.5,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,105,634,29,147,7,23,0,0,7,25,31,94,69,289
5.0-7.5,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,99,583,19,115,0,0,0,0,0,0,60,176,79,291
5.0-7.5,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,192,1117,17,35,21,33,0,0,35,59,24,69,83,196
5.0-7.5,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,124,741,19,92,21,48,1,7,3,18,41,126,81,290
5.0-7.5,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,63,365,1,1,0,0,1,0,6,12,8,22,15,36
5.0-7.5,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,903,5278,118,476,11,27,32,143,53,90,82,306,269,1042
5.0-7.5,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,456,2681,4,15,0,0,22,29,66,144,0,0,88,189
5.0-7.5,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,102,615,4,9,1,1,8,46,40,96,15,45,63,198
5.0-7.5,OTHERS,ADILABAD,532,TELANGANA,37,6273,37611,222,1000,377,668,429,934,429,1064,0,0,1319,3666
5.0-7.5,OTHERS,NIZAMABAD,533,TELANGANA,37,2390,14233,356,1474,163,556,64,90,1411,4881,0,0,1745,7001
5.0-7.5,OTHERS,KARIMNAGAR,534,TELANGANA,37,5119,30571,1138,2594,335,768,3485,12755,532,1050,45,113,3908,17281
5.0-7.5,OTHERS,MEDAK,535,TELANGANA,37,5856,35164,27,19,241,368,269,497,2497,6849,34,53,2693,7787
5.0-7.5,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,4452,26811,62,161,118,214,437,770,1719,3105,26,38,2249,4289
5.0-7.5,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,12803,76975,1112,3581,260,629,312,630,6178,15584,423,1929,7866,22353
5.0-7.5,OTHERS,NALGONDA,539,TELANGANA,37,10088,60275,1564,6319,271,465,1978,3595,5241,10559,140,366,7580,21305
5.0-7.5,OTHERS,WARANGAL,540,TELANGANA,37,5223,31330,132,789,687,1779,2764,9475,315,970,37,52,3436,13065
5.0-7.5,OTHERS,KHAMMAM,541,TELANGANA,37,4043,24180,1068,3906,751,2457,838,2333,749,1902,191,694,2713,11293
5.0-7.5,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,1756,10395,969,4744,413,1465,144,319,99,250,0,0,1489,6777
5.0-7.5,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,2491,14850,361,1220,1154,2509,471,568,354,787,31,72,1738,5157
5.0-7.5,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,1318,7800,358,1137,349,1515,78,179,188,373,24,38,839,3242
5.0-7.5,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,2629,15589,687,3248,546,2095,30,76,737,3458,58,224,1912,9101
5.0-7.5,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,4142,24754,1087,6290,250,1104,9,55,2350,13816,49,307,3722,21572
5.0-7.5,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,4955,29678,1906,10396,377,1236,135,378,943,3795,257,1067,3420,16872
5.0-7.5,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,5057,29709,2426,13212,99,284,27,51,798,3773,185,425,3415,17746
5.0-7.5,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,10562,63224,1004,4157,686,1090,95,171,2762,5887,390,541,4504,11846
5.0-7.5,OTHERS,NELLORE,550,ANDHRA PRADESH,36,5364,32207,1061,4542,1104,3963,291,1098,1045,4599,43,139,3161,14341
5.0-7.5,OTHERS,KADAPA,551,ANDHRA PRADESH,36,5102,30181,175,361,98,251,341,315,1865,5028,18,59,2170,6015
5.0-7.5,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,18686,112269,3268,11776,520,1159,1006,4051,2105,4862,605,1977,6778,23825
5.0-7.5,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,18870,112921,712,2001,251,211,457,763,5999,13969,196,164,7003,17108
5.0-7.5,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,4514,26965,67,367,379,493,411,800,3173,6362,40,33,3520,8055
5.0-7.5,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,2372,14197,30,73,43,117,19,36,30,66,0,0,116,293
5.0-7.5,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,44,261,0,0,14,39,0,0,9,8,0,0,23,47
5.0-7.5,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,74,432,0,0,50,145,7,28,0,0,1,4,58,177
5.0-7.5,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,258,1531,0,0,20,48,0,0,21,38,0,0,38,86
5.0-7.5,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,196,1162,5,16,14,37,25,30,38,65,0,0,79,148
5.0-7.5,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,647,3879,22,41,61,159,14,23,271,430,0,0,367,653
5.0-7.5,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,561,3326,84,171,83,217,79,121,247,567,1,3,384,1079
5.0-7.5,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,689,4153,7,42,236,731,251,1119,29,36,0,0,471,1928
5.0-7.5,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,1676,9964,72,159,444,893,146,732,141,313,0,0,726,2097
5.0-7.5,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,119,699,4,26,43,66,0,0,0,0,9,15,56,107
5.0-7.5,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,314,1877,5,12,60,144,5,5,17,38,65,180,134,378
5.0-7.5,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,3638,21890,13,40,144,345,1,1,0,0,2239,5364,2386,5750
5.0-7.5,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,1885,11338,30,36,357,1091,0,0,7,34,100,94,494,1254
5.0-7.5,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,334,1992,1,5,27,86,0,0,182,1067,0,0,210,1159
5.0-7.5,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,39,238,9,57,5,14,0,0,0,0,4,14,18,85
5.0-7.5,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,73,426,3,15,18,52,0,0,3,16,0,0,24,83
5.0-7.5,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,48,276,0,0,14,41,0,0,8,26,3,9,25,76
5.0-7.5,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,28,166,0,0,20,70,6,32,1,4,1,3,27,109
5.0-7.5,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,22,128,0,0,4,11,1,1,4,19,0,0,8,30
5.0-7.5,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,192,1135,3,10,4,7,16,82,2,11,1,4,25,113
5.0-7.5,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,302,1780,0,0,0,0,43,36,52,160,0,0,95,195
5.0-7.5,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,29,166,0,0,6,3,0,0,15,29,1,4,20,36
5.0-7.5,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,9530,57118,272,1162,447,833,482,1043,474,1161,1,3,1519,4202
5.0-7.5,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,2515,14984,357,1475,187,629,64,90,1449,4965,26,79,1833,7237
5.0-7.5,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,5397,32207,1176,2656,391,926,3589,13119,560,1112,87,245,4113,18057
5.0-7.5,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,6365,38185,27,19,271,422,285,514,2597,7138,44,85,2818,8178
5.0-7.5,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,4913,29558,67,177,140,274,479,811,1795,3229,70,167,2432,4658
5.0-7.5,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,14101,84707,1152,3679,326,790,333,662,6645,16597,461,2055,8493,23783
5.0-7.5,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,10915,65198,1657,6539,358,689,2091,3796,5569,11280,217,598,8151,22902
5.0-7.5,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,6252,37520,139,831,967,2569,3158,11004,357,1050,106,260,4137,15713
5.0-7.5,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,5881,35101,1168,4178,1227,3445,989,3073,900,2241,243,843,3547,13781
5.0-7.5,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,1918,11354,983,4812,456,1531,144,319,99,250,36,92,1581,7003
5.0-7.5,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,2858,17046,367,1235,1223,2668,477,575,372,825,122,317,1908,5621
5.0-7.5,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,5006,29978,372,1180,497,1869,79,180,188,373,2290,5478,3257,9079
5.0-7.5,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,4600,27449,731,3366,903,3185,30,76,745,3498,212,487,2474,10611
5.0-7.5,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,4664,27852,1116,6462,277,1190,9,55,2601,15262,121,521,4101,23489
5.0-7.5,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,5102,30569,1944,10600,389,1273,135,378,951,3823,294,1182,3510,17254
5.0-7.5,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,5327,31322,2462,13429,117,336,27,51,803,3802,286,744,3575,18362
5.0-7.5,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,10827,64768,1021,4192,721,1164,95,171,2805,5973,419,625,4614,12124
5.0-7.5,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,5562,33390,1088,4668,1145,4080,298,1136,1054,4631,113,356,3306,14872
5.0-7.5,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,5187,30674,176,362,102,262,343,316,1875,5059,26,81,2193,6081
5.0-7.5,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,19789,118732,3395,12298,535,1194,1054,4275,2160,4963,688,2287,7078,25017
5.0-7.5,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,19727,117990,721,2036,251,211,522,828,6117,14274,197,166,7192,17515
5.0-7.5,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,4647,27759,71,376,386,497,419,846,3228,6488,57,85,3604,8292
4.0-5.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,2,9,0,0,0,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,2,8,0,0,1,2,0,0,0,0,0,0,1,2
4.0-5.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,3,14,0,0,2,5,0,0,0,0,0,0,2,5
4.0-5.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,10,44,0,0,2,4,0,0,1,1,0,0,3,6
4.0-5.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,15,67,0,0,6,13,0,0,7,9,0,0,13,23
4.0-5.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,4,17,0,0,3,6,1,5,0,0,0,0,4,11
4.0-5.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,7,32,1,4,2,5,1,4,1,4,1,1,5,17
4.0-5.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,37,165,15,46,0,0,0,0,0,0,17,37,32,83
4.0-5.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,7,32,0,0,0,0,0,0,0,0,2,4,2,4
4.0-5.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,17,75,1,4,0,0,0,0,0,0,15,33,16,38
4.0-5.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,37,163,10,41,0,0,0,0,3,13,20,45,33,99
4.0-5.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,53,237,9,38,0,0,0,0,9,31,31,69,47,139
4.0-5.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,81,364,17,74,0,0,0,0,0,0,28,70,45,144
4.0-5.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,12,54,1,2,0,0,0,0,0,0,1,2,2,4
4.0-5.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,26,113,8,34,0,0,0,0,0,0,17,45,25,80
4.0-5.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,1,4,0,0,0,0,0,0,0,0,1,2,1,2
