size_class,social_group,district_name,district_code,state_name,state_code,holding_no,holding_ar,sown_ar,current_fallows_ar,cultivated_ar,uncultivated-land_excluding_fallow,fallow_excluding_current-fallow,culturable_waste_land,uncultivated_land,land_not_for_cultivation
10.0-20.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,279,3516,3145,370,3516,0,0,0,0,0
10.0-20.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,432,5615,4095,1331,5426,24,21,24,69,120
10.0-20.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,238,3069,2211,832,3044,16,0,0,16,9
10.0-20.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,404,5275,3979,939,4917,0,201,0,201,156
10.0-20.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,636,7891,6574,1316,7890,0,0,0,0,0
10.0-20.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,580,7290,6304,877,7181,0,52,0,52,57
10.0-20.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,364,4635,3278,1271,4550,9,45,0,54,31
10.0-20.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,1846,23281,14917,3055,17972,8,2923,310,3241,2068
10.0-20.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,1659,21300,13784,4221,18005,866,817,446,2129,1166
10.0-20.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,796,9816,6782,2553,9335,29,264,18,312,170
10.0-20.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,3776,47700,40731,6636,47367,13,193,9,215,118
10.0-20.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,3835,50212,41924,6513,48436,3,1102,32,1138,638
10.0-20.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,890,11490,6260,3639,9899,205,783,102,1089,501
10.0-20.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,343,4396,2841,1547,4387,0,7,0,7,2
10.0-20.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,6,79,41,37,78,0,0,0,0,1
10.0-20.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,12,139,79,60,139,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,43,556,443,113,556,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,45,602,304,298,602,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,86,1155,589,565,1155,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,39,478,282,156,438,12,17,4,33,7
10.0-20.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,169,2241,1738,496,2235,0,5,0,5,1
10.0-20.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,263,3407,2306,877,3183,0,180,0,180,44
10.0-20.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,19,230,108,122,230,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,47,590,541,49,590,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,740,9468,5863,3603,9466,0,2,0,2,1
10.0-20.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,425,5364,1592,2094,3686,64,1191,97,1353,325
10.0-20.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,58,724,683,41,724,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,6,74,37,37,74,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,7,88,44,44,88,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,3,40,13,27,40,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,6,79,35,44,79,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,5,57,29,29,57,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,18,209,133,75,209,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,37,462,328,135,462,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,3,33,23,7,30,0,2,0,2,0
10.0-20.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,1780,22881,17261,5542,22803,5,12,35,52,26
10.0-20.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,387,5004,3298,1374,4672,46,121,14,181,151
10.0-20.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,935,11931,7167,4681,11848,24,32,1,58,25
10.0-20.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,1569,20264,13649,4910,18559,22,773,8,803,902
10.0-20.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,1240,16209,5644,8639,14283,239,853,110,1202,724
10.0-20.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,3201,41967,28514,12877,41390,0,354,0,354,223
10.0-20.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,2007,25235,14634,8098,22732,709,848,167,1725,778
10.0-20.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,1507,19725,12766,6403,19170,152,222,44,418,137
10.0-20.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,1058,13559,10995,2233,13227,0,250,0,250,82
10.0-20.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,345,4403,3650,753,4403,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,504,6542,4859,1494,6353,24,21,24,69,120
10.0-20.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,997,12802,8226,4546,12773,17,2,0,20,10
10.0-20.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,886,11415,6040,3340,9380,64,1392,97,1554,482
10.0-20.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,770,9612,7910,1701,9611,0,0,0,0,1
10.0-20.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,611,7718,6602,1007,7609,0,52,0,52,57
10.0-20.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,501,6493,4414,1994,6408,9,45,0,54,31
10.0-20.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,1904,24010,15222,3294,18516,8,3101,310,3419,2076
10.0-20.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,1767,22856,14721,4807,19527,866,850,446,2163,1166
10.0-20.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,823,10144,6982,2681,9662,29,264,18,312,170
10.0-20.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,3853,48661,41352,6976,48328,13,193,9,215,118
10.0-20.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,4002,52450,43454,7220,50674,3,1102,32,1138,638
10.0-20.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,921,11917,6498,3788,10286,208,792,105,1105,525
7.5-10.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,2,19,9,9,19,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,2,18,13,5,18,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,1,9,0,9,9,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,10,84,34,45,78,0,6,0,6,0
7.5-10.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,9,74,37,37,74,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,0,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,9,80,53,27,80,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,0,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,12,108,67,37,104,0,4,0,4,0
7.5-10.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,37,313,232,81,313,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,15,131,88,41,128,0,0,0,0,2
7.5-10.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,10,87,61,26,87,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,31,256,167,90,256,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,37,324,214,110,324,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,2,17,13,5,17,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,79,690,503,187,690,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,13,116,49,13,62,0,54,0,54,0
7.5-10.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,30,263,149,114,263,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,0,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,6,53,37,16,53,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,72,627,462,153,615,0,13,0,13,0
7.5-10.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,3,29,11,18,29,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,231,1967,1517,449,1967,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,18,153,68,86,153,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,37,311,183,128,311,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,65,554,340,200,540,0,8,0,8,6
7.5-10.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,53,454,221,190,411,3,12,2,17,25
7.5-10.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,202,1717,1090,610,1700,0,16,0,16,0
7.5-10.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,64,542,273,254,527,2,11,0,13,2
7.5-10.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,132,1128,801,292,1092,3,29,0,32,3
7.5-10.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,43,366,256,104,361,0,5,0,5,0
7.5-10.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,2,18,9,9,18,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,15,129,71,58,129,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,6,54,32,22,54,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,18,155,73,82,155,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,26,217,163,55,217,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,28,240,154,86,240,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,48,409,227,179,407,0,2,0,2,0
7.5-10.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,52,434,228,142,370,0,33,12,45,20
7.5-10.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,43,364,232,123,356,0,8,0,8,0
7.5-10.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,11,95,46,48,95,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,157,1329,927,401,1329,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,88,755,451,304,755,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,19,164,99,62,161,0,1,0,1,2
7.5-10.0,OTHERS,ADILABAD,532,TELANGANA,37,1893,16157,13752,2377,16129,0,0,17,17,11
7.5-10.0,OTHERS,NIZAMABAD,533,TELANGANA,37,591,5048,3831,1106,4938,4,24,0,28,82
7.5-10.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,1386,11798,7301,4400,11701,22,36,11,69,27
7.5-10.0,OTHERS,MEDAK,535,TELANGANA,37,2020,17260,12205,3379,15585,46,804,23,873,803
7.5-10.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,1436,12257,5010,6015,11024,222,492,73,787,445
7.5-10.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,4569,39154,28360,10242,38602,0,336,1,337,215
7.5-10.0,OTHERS,NALGONDA,539,TELANGANA,37,3081,26268,15273,8329,23603,525,1033,134,1692,974
7.5-10.0,OTHERS,WARANGAL,540,TELANGANA,37,1903,16164,11061,4565,15626,58,269,63,390,148
7.5-10.0,OTHERS,KHAMMAM,541,TELANGANA,37,1269,10914,9684,1146,10831,0,53,0,53,30
7.5-10.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,446,3750,3394,357,3750,0,0,0,0,0
7.5-10.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,733,6262,4491,1604,6094,85,1,31,117,51
7.5-10.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,375,3155,2400,720,3120,20,2,2,23,12
7.5-10.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,656,5580,4526,921,5447,0,79,0,79,54
7.5-10.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,1093,9306,8064,1242,9306,0,0,0,0,0
7.5-10.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,1194,10108,9477,578,10055,0,0,0,0,52
7.5-10.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,1054,8916,6664,2187,8851,2,39,0,42,24
7.5-10.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,3144,26879,18217,3425,21642,24,2851,296,3171,2066
7.5-10.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,2063,17566,13005,3005,16010,346,405,254,1005,552
7.5-10.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,1169,9938,7802,1872,9674,6,157,6,170,95
7.5-10.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,5997,51264,44618,6228,50846,20,241,11,272,146
7.5-10.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,5571,47707,40350,5759,46109,0,958,13,971,628
7.5-10.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,1352,11506,7043,3046,10088,204,629,147,980,438
7.5-10.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,621,5271,3720,1542,5262,0,7,0,7,2
7.5-10.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,10,88,53,35,88,0,0,0,0,0
7.5-10.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,14,116,81,35,116,0,0,0,0,0
7.5-10.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,56,476,342,132,474,0,2,0,2,0
7.5-10.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,42,356,165,188,353,1,2,0,3,1
7.5-10.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,176,1488,858,630,1488,0,0,0,0,0
7.5-10.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,128,1079,436,488,925,0,124,0,124,31
7.5-10.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,298,2536,1873,643,2516,5,12,0,17,3
7.5-10.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,399,3397,2642,634,3276,17,80,0,96,25
7.5-10.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,26,222,137,85,222,0,0,0,0,0
7.5-10.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,90,749,672,50,722,0,21,0,21,5
7.5-10.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,1109,9464,6659,2803,9462,0,2,0,2,0
7.5-10.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,600,5120,1700,2143,3844,60,891,72,1023,253
7.5-10.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,75,641,542,99,641,0,0,0,0,0
7.5-10.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,8,64,32,32,64,0,0,0,0,0
7.5-10.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,21,172,103,69,172,0,0,0,0,0
7.5-10.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,13,116,78,31,109,0,6,0,6,1
7.5-10.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,12,101,68,33,101,0,0,0,0,0
7.5-10.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,3,24,16,8,24,0,0,0,0,0
7.5-10.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,58,501,327,174,501,0,0,0,0,0
7.5-10.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,56,475,304,141,445,0,24,0,24,6
7.5-10.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,3,25,12,13,25,0,0,0,0,0
7.5-10.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,2747,23413,18998,4377,23376,0,7,17,25,13
7.5-10.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,621,5307,3965,1232,5197,4,24,0,28,82
7.5-10.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,1438,12233,7564,4573,12137,22,36,11,69,27
7.5-10.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,2151,18374,12921,3756,16677,46,819,23,888,809
7.5-10.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,1540,13141,5433,6429,11862,226,506,75,807,471
7.5-10.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,4947,42358,30308,11482,41790,0,352,1,353,215
7.5-10.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,3282,27970,16036,9098,25134,527,1168,134,1829,1007
7.5-10.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,2333,19828,13735,5500,19234,65,310,64,439,155
7.5-10.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,1723,14784,12649,1922,14570,17,142,0,158,55
7.5-10.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,511,4304,3772,532,4304,0,0,0,0,0
7.5-10.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,853,7271,5322,1752,7074,85,22,31,138,59
7.5-10.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,1500,12761,9152,3572,12723,20,3,2,25,13
7.5-10.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,1305,11112,6466,3236,9702,60,971,72,1102,307
7.5-10.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,1231,10488,8982,1506,10488,0,0,0,0,0
7.5-10.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,1232,10429,9676,701,10377,0,0,0,0,52
7.5-10.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,1202,10188,7498,2622,10120,2,42,0,44,24
7.5-10.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,3222,27546,18572,3611,22183,24,2943,308,3275,2087
7.5-10.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,2148,18295,13454,3276,16730,346,414,254,1013,552
7.5-10.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,1183,10057,7865,1928,9793,6,157,6,170,95
7.5-10.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,6218,53147,45910,6819,52729,20,241,11,272,146
7.5-10.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,5787,49565,41567,6357,47923,0,995,13,1008,634
7.5-10.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,1377,11723,7165,3138,10303,204,629,147,981,439
