size_class,social_group,district_name,district_code,state_name,state_code,holding_no,holding_ar,sown_ar,current_fallows_ar,cultivated_ar,uncultivated-land_excluding_fallow,fallow_excluding_current-fallow,culturable_waste_land,uncultivated_land,land_not_for_cultivation
1.0-2.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,4306,6112,5170,942,6112,0,0,0,0,0
1.0-2.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,1874,2640,2416,224,2640,0,0,0,0,0
1.0-2.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,4635,6306,5503,804,6306,0,0,0,0,0
1.0-2.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,3211,4500,3684,450,4134,0,228,20,248,118
1.0-2.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,2678,3559,2901,498,3399,36,24,37,97,63
1.0-2.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,1974,2727,1683,969,2652,0,50,1,51,24
1.0-2.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,3671,5116,4346,760,5106,0,8,0,8,2
1.0-2.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,11031,16178,14486,1680,16166,0,3,0,3,9
1.0-2.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,3044,4243,2876,1132,4007,15,160,6,180,55
1.0-2.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,143934,205874,187056,18670,205726,4,8,71,83,65
1.0-2.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,112836,156787,138531,15737,154268,8,640,14,662,1857
1.0-2.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,145008,203103,183457,19098,202555,40,248,7,295,253
1.0-2.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,148880,207685,163056,32364,195420,374,6905,108,7386,4878
1.0-2.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,87956,123362,69302,47251,116553,962,3025,532,4518,2290
1.0-2.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,249386,355356,300765,54116,354881,1,324,1,327,148
1.0-2.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,191508,270762,190283,69905,260189,1632,3418,758,5808,4765
1.0-2.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,141881,198412,172108,24500,196608,121,982,100,1203,601
1.0-2.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,105973,148011,137375,8642,146018,7,1405,0,1413,580
1.0-2.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,70894,97255,91085,6169,97255,0,0,0,0,0
1.0-2.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,67198,92882,85599,6808,92407,161,17,87,266,209
1.0-2.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,68929,95438,90341,3991,94333,83,600,43,726,380
1.0-2.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,86674,119731,109261,8519,117780,284,819,3,1107,844
1.0-2.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,87299,121288,118383,2289,120672,30,2,5,37,579
1.0-2.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,97699,136477,134377,1914,136291,1,12,0,12,173
1.0-2.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,150845,209008,196420,12525,208945,0,38,2,40,23
1.0-2.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,170081,242517,205846,18914,224760,98,9409,1701,11208,6549
1.0-2.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,92262,129146,107790,15575,123365,770,1319,1517,3607,2175
1.0-2.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,123474,176991,130082,38727,168809,272,3400,521,4192,3990
1.0-2.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,187698,267721,248424,18796,267220,53,259,15,326,175
1.0-2.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,243528,358835,327978,30159,358137,2,330,55,387,311
1.0-2.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,144431,203304,136924,53932,190856,656,6582,494,7732,4716
0.5-1.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,12,9,6,4,9,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,5,3,1,3,3,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,2,1,1,0,1,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,25,18,11,8,18,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,4,3,0,2,3,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,1,1,0,0,1,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,7,6,3,3,6,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,1,1,0,0,1,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,7,5,4,1,5,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,44,32,18,14,32,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,3,2,2,0,2,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,21,15,10,4,15,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,145,106,83,22,106,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,96,69,52,17,69,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,4,3,2,2,3,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,11,8,8,0,8,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,13,10,7,3,10,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,104,77,58,18,76,0,1,0,1,0
0.5-1.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,1,1,0,1,1,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,3,2,2,0,2,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,80,57,40,18,57,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,2,2,0,1,2,0,0,0,0,0
0.5-1.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,20153,14918,13397,1513,14910,0,0,3,3,5
0.5-1.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,17068,12321,10844,1346,12190,1,24,0,25,106
0.5-1.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,24933,17882,16783,1094,17877,0,4,0,4,1
0.5-1.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,29765,21406,16531,3687,20218,27,987,6,1020,168
0.5-1.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,15700,11485,6323,4539,10862,40,275,24,338,285
0.5-1.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,36601,26911,23027,3879,26906,0,5,0,5,0
0.5-1.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,22607,16367,11156,4858,16014,33,175,24,232,120
0.5-1.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,19501,14029,12165,1758,13923,4,78,6,89,17
0.5-1.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,10427,7394,6901,452,7354,0,41,0,41,0
0.5-1.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,4918,3485,3202,283,3485,0,0,0,0,0
0.5-1.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,4555,3232,3080,150,3230,0,0,0,0,1
0.5-1.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,2486,1767,1729,31,1760,0,4,0,4,2
0.5-1.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,7709,5298,5129,70,5199,29,4,0,33,66
0.5-1.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,9241,6521,6406,95,6501,6,1,0,6,14
0.5-1.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,10098,7219,7008,205,7214,0,3,0,3,2
0.5-1.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,11833,8364,7977,387,8364,0,0,0,0,0
0.5-1.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,17155,12552,10725,1254,11979,0,396,66,462,112
0.5-1.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,21085,15125,12755,1725,14479,56,202,122,380,265
0.5-1.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,13934,9722,6087,3266,9353,24,115,19,158,210
0.5-1.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,24489,17972,16640,1304,17943,1,27,0,28,1
0.5-1.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,20868,15585,14277,1297,15574,0,7,0,7,3
0.5-1.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,24132,17015,11133,5143,16276,22,581,10,613,126
0.5-1.0,OTHERS,ADILABAD,532,TELANGANA,37,72023,53527,49229,4254,53483,2,1,23,26,18
0.5-1.0,OTHERS,NIZAMABAD,533,TELANGANA,37,100012,73369,64376,7980,72356,5,188,1,194,819
0.5-1.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,141990,103955,97253,6602,103855,7,38,0,45,55
0.5-1.0,OTHERS,MEDAK,535,TELANGANA,37,135166,98632,75374,17973,93347,180,2761,34,2975,2311
0.5-1.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,67843,49989,26079,21501,47581,372,1032,235,1639,769
0.5-1.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,182361,135716,113513,22134,135647,3,40,0,43,26
0.5-1.0,OTHERS,NALGONDA,539,TELANGANA,37,141523,104638,74191,27469,101661,412,650,307,1370,1608
0.5-1.0,OTHERS,WARANGAL,540,TELANGANA,37,114852,84366,75393,8461,83854,31,239,51,321,191
0.5-1.0,OTHERS,KHAMMAM,541,TELANGANA,37,68872,50509,47006,2966,49971,0,342,0,342,196
0.5-1.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,103322,73699,71236,2464,73699,0,0,0,0,0
0.5-1.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,85621,61482,57760,3501,61261,37,36,8,81,141
0.5-1.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,78967,55448,54564,606,55171,43,57,18,118,160
0.5-1.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,124563,89313,87945,767,88713,206,28,2,235,365
0.5-1.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,115321,83353,82486,491,82976,6,10,1,17,360
0.5-1.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,125883,92052,91192,790,91982,0,4,0,4,67
0.5-1.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,192300,139401,132737,6652,139390,0,7,0,7,4
0.5-1.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,143493,105187,94797,7823,102620,27,882,521,1429,1138
0.5-1.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,83045,60790,53584,5151,58735,281,353,645,1280,775
0.5-1.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,101477,73988,53995,18014,72009,89,638,109,836,1143
0.5-1.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,131200,98126,91383,6611,97993,9,69,4,82,51
0.5-1.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,122632,92710,84182,8403,92585,0,62,6,67,58
0.5-1.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,147706,106925,72139,31139,103278,152,1725,141,2018,1629
0.5-1.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,22965,17300,15497,1795,17292,0,1,2,4,4
0.5-1.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,13195,9767,8825,889,9714,0,5,0,5,49
0.5-1.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,5744,4193,3736,455,4191,0,1,0,1,1
0.5-1.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,10803,7950,6272,1298,7571,22,271,0,293,86
0.5-1.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,9061,6712,4235,2274,6508,27,114,11,152,51
0.5-1.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,25444,18841,15700,3111,18811,0,24,0,24,6
0.5-1.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,24934,18315,12432,5329,17762,120,126,36,283,271
0.5-1.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,29754,21999,20738,1180,21918,0,57,4,61,20
0.5-1.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,41686,30697,27990,2389,30379,0,254,0,254,64
0.5-1.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,10287,7526,5870,1656,7526,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,10397,7579,7258,318,7576,1,1,1,2,1
0.5-1.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,24516,18132,16761,1238,17999,3,101,0,103,30
0.5-1.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,8431,6303,4135,2091,6226,0,60,0,60,16
0.5-1.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,4933,3626,3140,486,3626,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,3163,2316,2062,254,2316,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,6342,4639,4108,530,4638,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,3597,2622,2182,411,2593,0,12,6,18,12
0.5-1.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,5970,4296,3799,337,4136,30,42,31,104,57
0.5-1.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,3000,2097,1253,827,2080,0,7,2,9,8
0.5-1.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,3460,2576,2173,401,2574,0,2,0,2,0
0.5-1.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,6801,5173,4657,513,5171,0,0,0,0,2
0.5-1.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,4960,3521,2305,1070,3375,2,98,6,106,40
0.5-1.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,115153,85754,78128,7566,85694,3,2,28,33,28
0.5-1.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,130280,95460,84045,10217,94263,6,217,1,224,974
0.5-1.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,172669,126030,117774,8151,125924,7,42,0,49,57
0.5-1.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,175759,128007,98188,22966,121154,230,4019,40,4288,2565
0.5-1.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,92608,68189,36638,28316,64954,438,1422,270,2130,1105
0.5-1.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,244407,181468,152240,29124,181364,3,69,0,72,32
0.5-1.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,189071,139326,97782,37660,135442,566,952,368,1886,1998
0.5-1.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,164108,120394,108297,11399,119696,35,374,61,471,227
0.5-1.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,120992,88605,81902,5807,87709,0,637,0,637,259
0.5-1.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,118571,84742,80325,4417,84742,0,0,0,0,0
0.5-1.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,100576,72296,68100,3969,72069,38,37,9,84,143
0.5-1.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,105990,75362,73065,1880,74945,45,162,18,225,192
0.5-1.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,140848,101019,97293,2951,100243,235,92,2,329,447
0.5-1.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,129591,93569,92084,1088,93172,12,10,1,23,374
0.5-1.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,139148,101590,100264,1250,101515,0,6,0,6,69
0.5-1.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,210486,152412,144831,7569,152401,0,8,0,8,4
0.5-1.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,164258,120371,107711,9490,117201,27,1289,593,1909,1261
0.5-1.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,110204,80288,70196,7231,77427,368,598,798,1764,1097
0.5-1.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,118412,85808,61336,22108,83443,114,759,131,1004,1361
0.5-1.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,159152,118677,110197,8315,118512,10,98,4,112,52
0.5-1.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,150381,113525,103156,10231,113387,0,68,6,74,63
0.5-1.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,176800,127463,85577,37353,122930,177,2403,157,2737,1795
3.0-4.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,3,10,5,5,10,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,3,10,7,3,10,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,0,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,11,37,17,20,37,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,15,51,16,22,39,2,3,2,7,6
3.0-4.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,0,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,10,34,18,15,34,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,1,3,2,2,3,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,17,60,40,20,60,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,36,125,76,50,125,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,8,26,20,6,26,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,11,38,24,14,38,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,48,166,120,45,166,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,53,185,154,31,185,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,1,4,4,0,4,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,70,244,145,99,244,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,12,40,25,15,40,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,51,175,114,61,175,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,1,3,2,2,3,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,1,3,2,2,3,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,67,230,151,75,226,0,4,0,4,0
3.0-4.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,2,7,4,4,7,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,2165,7452,6245,1199,7443,0,3,2,5,4
3.0-4.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,364,1231,1012,177,1189,0,33,0,33,9
3.0-4.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,640,2183,1757,426,2183,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,772,2623,2028,445,2473,0,113,0,113,36
3.0-4.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,903,3069,1749,1068,2816,23,136,10,168,84
3.0-4.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,1995,6818,5485,1277,6762,0,48,0,48,9
3.0-4.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,847,2895,1769,999,2768,10,82,7,99,28
3.0-4.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,762,2631,2040,550,2590,0,32,3,35,6
3.0-4.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,374,1281,1040,211,1251,0,30,0,30,0
3.0-4.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,31,104,67,37,104,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,130,456,299,153,452,2,0,0,2,2
3.0-4.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,51,172,118,50,168,0,4,0,4,0
3.0-4.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,188,644,410,164,574,23,18,0,40,30
3.0-4.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,258,884,693,185,878,0,6,0,6,0
3.0-4.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,277,955,789,159,948,0,0,0,0,7
3.0-4.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,369,1254,950,305,1254,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,949,3262,2237,391,2629,0,556,21,577,56
3.0-4.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,468,1608,1121,366,1487,7,37,26,70,51
3.0-4.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,227,760,481,248,728,0,22,0,22,10
3.0-4.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,1843,6295,5743,513,6256,4,8,9,20,18
3.0-4.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,1417,4809,3816,942,4757,0,51,0,51,1
3.0-4.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,405,1371,869,383,1252,5,82,3,90,30
3.0-4.0,OTHERS,ADILABAD,532,TELANGANA,37,12509,43031,38930,4019,42949,3,5,43,51,31
3.0-4.0,OTHERS,NIZAMABAD,533,TELANGANA,37,7170,24558,21209,2889,24099,2,87,2,90,369
3.0-4.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,12715,43588,35353,7897,43251,37,139,15,190,147
3.0-4.0,OTHERS,MEDAK,535,TELANGANA,37,12057,41421,31547,6679,38226,98,1481,68,1646,1550
3.0-4.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,9231,31738,15157,13937,29094,318,1182,216,1716,928
3.0-4.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,26664,91602,75112,15906,91018,6,369,0,374,210
3.0-4.0,OTHERS,NALGONDA,539,TELANGANA,37,22037,75742,50857,20174,71031,991,1542,324,2857,1855
3.0-4.0,OTHERS,WARANGAL,540,TELANGANA,37,11805,40557,32332,7475,39807,50,404,53,507,243
3.0-4.0,OTHERS,KHAMMAM,541,TELANGANA,37,8518,29324,27572,1308,28880,0,283,0,283,161
3.0-4.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,4915,16889,16246,643,16889,0,0,0,0,0
3.0-4.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,6486,22505,18986,3161,22147,163,1,91,255,104
3.0-4.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,3103,10550,9919,473,10392,14,69,0,83,75
3.0-4.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,7225,24781,23978,416,24395,43,140,0,183,203
3.0-4.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,9541,32896,31691,987,32678,4,4,2,10,209
3.0-4.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,12420,42669,41955,675,42630,0,0,0,0,39
3.0-4.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,14884,51040,45850,5166,51016,0,15,0,15,9
3.0-4.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,24242,83503,66077,7392,73470,0,5675,498,6173,3860
3.0-4.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,10359,35599,27394,5167,32561,650,639,642,1931,1107
3.0-4.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,14352,49117,37791,8769,46560,42,1199,120,1361,1196
3.0-4.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,30626,105521,96354,8967,105320,19,87,19,125,76
3.0-4.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,35876,123279,109057,11164,120221,4,1868,38,1910,1148
3.0-4.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,11844,40634,26318,9922,36240,391,2176,260,2827,1567
3.0-4.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,6496,22278,17643,4600,22243,2,25,1,27,8
3.0-4.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,250,842,731,108,839,0,0,0,0,3
3.0-4.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,230,800,539,261,799,0,0,0,0,0
