size_class,social_group,district_name,district_code,state_name,state_code,holding_no,holding_ar,holding_whly_irri_no,holding_whly_irri_ar,holding_whly_rain_no,holding_whly_rain_ar,holding_prtly_irri_no,holding_prtly_irri_tot-ar,holding_prtly_irri_irri-ar,holding_recve_irri_no,holding_recve_irri_irri-ar
1.0-2.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,78380,108878,73274,101013,3737,5176,594,872,466,73868,101480
1.0-2.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,91402,127884,60909,84381,25478,35766,4141,5988,2743,65050,87124
1.0-2.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,140692,195277,85831,117191,42468,57157,6647,9748,5149,92478,122340
1.0-2.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,151097,215873,37302,47810,96080,120313,11710,16391,7441,49012,55251
1.0-2.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,77841,109836,50523,65535,17242,23897,2515,3070,1419,53038,66954
1.0-2.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,113575,163190,35784,41997,51784,68022,8504,10871,4711,44288,46708
1.0-2.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,163417,233865,32125,44061,114266,159273,9448,13877,6168,41573,50229
1.0-2.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,209985,309988,17395,24229,159633,223330,23802,36298,14932,41197,39161
1.0-2.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,128363,181152,30828,34896,54536,54880,27714,31981,16445,58542,51341
1.0-2.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,34794,49802,1023,1374,29438,41300,639,923,530,1662,1904
1.0-2.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,10578,14239,5829,7340,2968,3891,1242,1676,840,7071,8180
1.0-2.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,4278,5858,1944,2315,1166,1481,1140,1339,1183,3084,3498
1.0-2.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,9878,13656,1904,1984,5345,6861,2207,2523,1423,4111,3407
1.0-2.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,8025,11053,1938,2000,3876,4136,1011,1253,717,2949,2718
1.0-2.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,23940,33489,2387,2975,15822,19156,4413,6048,2488,6800,5463
1.0-2.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,21197,29224,5571,5698,9077,10210,3364,4285,1786,8935,7485
1.0-2.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,24633,33921,12861,16086,6517,8461,4366,5963,3356,17227,19441
1.0-2.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,37471,52243,8514,11138,21990,29386,4705,6460,2857,13219,13995
1.0-2.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,6389,8584,1317,1607,2853,3118,1231,1610,897,2548,2504
1.0-2.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,8020,11019,827,1007,5785,7701,1242,1738,988,2069,1995
1.0-2.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,26679,37972,3971,5216,15314,19482,7394,9520,4200,11365,9417
1.0-2.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,11213,16283,2861,3527,6392,4401,423,520,180,3284,3707
1.0-2.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,4306,6112,2410,3350,1330,1759,50,60,44,2460,3394
1.0-2.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,1874,2640,666,918,930,1267,194,232,92,860,1010
1.0-2.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,4635,6306,3034,3889,1211,1534,60,79,40,3094,3929
1.0-2.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,3211,4500,1227,1546,1713,2044,61,94,49,1288,1596
1.0-2.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,2678,3559,1869,2145,542,711,32,44,17,1901,2162
1.0-2.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,1974,2727,590,563,896,1008,92,112,41,682,604
1.0-2.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,3671,5116,759,1015,2380,3176,115,155,63,874,1077
1.0-2.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,11031,16178,505,703,9245,12512,894,1271,473,1399,1176
1.0-2.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,3044,4243,679,760,1785,1646,393,470,233,1072,993
1.0-2.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,143934,205874,13270,17464,113345,158897,7168,10695,5877,20438,23341
1.0-2.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,112836,156787,58604,74611,34041,44325,14126,19595,11340,72730,85951
1.0-2.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,145008,203103,84920,113359,21898,27905,33664,42194,31468,118584,144827
1.0-2.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,148880,207685,38195,40960,68392,84875,31577,37222,18687,69772,59647
1.0-2.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,87956,123362,17008,15971,41999,43492,9121,9839,4691,26129,20662
1.0-2.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,249386,355356,38335,48686,153918,194166,41854,57913,26414,80189,75100
1.0-2.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,191508,270762,61354,68112,66275,74879,36657,47292,22324,98011,90436
1.0-2.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,141881,198412,75268,95114,30131,38276,28916,38719,22117,104184,117231
1.0-2.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,105973,148011,39611,53081,47266,63195,15018,21099,10149,54629,63230
1.0-2.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,70894,97255,36706,49162,14293,18274,17420,23649,13852,54126,63014
1.0-2.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,67198,92882,17684,23002,20632,26571,27513,36026,19596,45197,42598
1.0-2.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,68929,95438,21625,28203,28077,36797,19227,25341,12053,40852,40256
1.0-2.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,86674,119731,51184,68346,22558,25897,11054,15018,8394,62238,76740
1.0-2.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,87299,121288,80063,110271,5252,7159,660,953,516,80723,110787
1.0-2.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,97699,136477,64362,89003,27660,38711,4661,6663,3031,69023,92034
1.0-2.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,150845,209008,92407,125749,45314,60723,6790,9948,5244,99197,130993
1.0-2.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,170081,242517,42054,53780,108002,134042,12872,18024,8200,54926,61980
1.0-2.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,92262,129146,59442,76215,20361,27953,3073,3622,1681,62515,77896
1.0-2.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,123474,176991,39277,45778,55559,72588,9157,11716,5088,48434,50866
1.0-2.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,187698,267721,37064,50580,130975,182105,10774,15739,6924,47838,57504
1.0-2.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,243528,358835,19267,26855,187123,260827,26448,40296,16431,45715,43286
1.0-2.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,144431,203304,35099,39681,61644,61956,30627,35287,18148,65726,57830
0.5-1.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,12,9,6,3,5,3,0,0,0,6,3
0.5-1.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,5,3,1,0,1,0,0,0,0,1,0
0.5-1.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,2,1,1,1,1,1,0,0,0,1,1
0.5-1.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,25,18,5,2,16,7,3,2,1,8,3
0.5-1.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,4,3,1,0,1,0,0,0,0,1,0
0.5-1.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,1,1,0,0,1,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,7,6,4,2,2,1,0,0,0,4,2
0.5-1.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,1,1,1,0,0,0,0,0,0,1,0
0.5-1.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,7,5,6,4,0,0,0,0,0,6,4
0.5-1.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,44,32,38,15,6,3,0,0,0,38,15
0.5-1.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,3,2,1,1,2,1,0,0,0,1,1
0.5-1.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,21,15,17,8,4,2,0,0,0,17,8
0.5-1.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,145,106,125,75,17,6,3,2,1,128,77
0.5-1.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,96,69,96,52,0,0,0,0,0,96,52
0.5-1.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,4,3,0,0,4,2,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,11,8,5,4,6,5,0,0,0,5,4
0.5-1.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,13,10,1,0,12,7,0,0,0,1,0
0.5-1.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,104,77,97,55,6,3,0,0,0,97,55
0.5-1.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,1,1,0,0,0,0,0,0,0,0,0
0.5-1.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,3,2,1,1,2,2,0,0,0,1,1
0.5-1.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,80,57,1,0,77,39,0,0,0,1,0
0.5-1.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,2,2,1,0,0,0,0,0,0,1,0
0.5-1.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,20153,14918,3517,2494,14665,10691,285,212,118,3802,2612
0.5-1.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,17068,12321,9440,6216,5588,3915,1007,712,481,10447,6697
0.5-1.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,24933,17882,15772,11037,6327,4306,2016,1440,1032,17788,12068
0.5-1.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,29765,21406,5494,3244,17658,10765,3917,2522,1387,9411,4630
0.5-1.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,15700,11485,2085,1147,8664,4805,639,370,170,2724,1318
0.5-1.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,36601,26911,5329,3502,26278,18046,1991,1480,707,7320,4208
0.5-1.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,22607,16367,7719,4774,7914,5072,1909,1310,703,9628,5476
0.5-1.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,19501,14029,10399,6929,5792,3951,1776,1286,677,12175,7606
0.5-1.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,10427,7394,4892,3392,4529,3146,505,363,191,5397,3582
0.5-1.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,4918,3485,2461,1732,1600,1080,552,389,242,3013,1974
0.5-1.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,4555,3232,1488,1022,1924,1300,1078,758,414,2566,1436
0.5-1.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,2486,1767,1160,791,827,578,499,360,171,1659,963
0.5-1.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,7709,5298,3658,2387,2167,1443,1845,1300,776,5503,3163
0.5-1.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,9241,6521,8585,6024,589,373,11,9,4,8596,6029
0.5-1.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,10098,7219,6412,4497,2991,2169,449,343,187,6861,4684
0.5-1.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,11833,8364,7350,5148,3897,2708,170,121,61,7520,5208
0.5-1.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,17155,12552,4455,3085,10989,7209,562,431,182,5017,3267
0.5-1.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,21085,15125,15381,10264,3097,2237,519,254,135,15900,10399
0.5-1.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,13934,9722,5217,3215,3952,2685,268,187,71,5485,3286
0.5-1.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,24489,17972,6385,4481,16038,11741,565,418,186,6950,4667
0.5-1.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,20868,15585,2156,1546,17241,12500,328,232,98,2484,1644
0.5-1.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,24132,17015,7780,4571,10047,5539,1517,1023,519,9297,5089
0.5-1.0,OTHERS,ADILABAD,532,TELANGANA,37,72023,53527,14988,10724,51137,37803,906,703,365,15894,11089
0.5-1.0,OTHERS,NIZAMABAD,533,TELANGANA,37,100012,73369,55284,37484,33242,23611,4528,3281,2050,59812,39535
0.5-1.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,141990,103955,96941,68928,27725,19051,12658,9274,6914,109599,75842
0.5-1.0,OTHERS,MEDAK,535,TELANGANA,37,135166,98632,33515,20925,71680,44344,15658,10105,5646,49173,26571
0.5-1.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,67843,49989,14395,7916,28873,16064,3613,2099,978,18008,8894
0.5-1.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,182361,135716,34261,22641,118944,82093,11705,8779,4384,45966,27024
0.5-1.0,OTHERS,NALGONDA,539,TELANGANA,37,141523,104638,59569,38338,43559,28305,10460,7548,4008,70029,42346
0.5-1.0,OTHERS,WARANGAL,540,TELANGANA,37,114852,84366,71676,49684,26653,18526,9390,7183,4011,81066,53695
0.5-1.0,OTHERS,KHAMMAM,541,TELANGANA,37,68872,50509,35460,25284,25571,18316,4546,3406,1723,40006,27007
0.5-1.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,103322,73699,66460,46452,18671,13060,16195,11723,6764,82655,53216
0.5-1.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,85621,61482,32430,22348,21809,14844,29555,20568,11334,61985,33682
0.5-1.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,78967,55448,37563,25594,22634,15660,18770,13310,6677,56333,32271
0.5-1.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,124563,89313,86463,61456,26356,18448,11111,8042,4750,97574,66206
0.5-1.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,115321,83353,109038,78392,5176,3682,554,413,206,109592,78597
0.5-1.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,125883,92052,91809,66730,30647,22580,2515,1883,930,94324,67660
0.5-1.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,192300,139401,120831,86785,61588,43930,2487,2022,1049,123318,87834
0.5-1.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,143493,105187,37312,26015,93713,64832,5376,3950,1708,42688,27723
0.5-1.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,83045,60790,63523,44179,12176,8772,1003,633,307,64526,44486
0.5-1.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,101477,73988,42040,27111,35502,24804,2957,2080,966,44997,28077
0.5-1.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,131200,98126,36202,25955,85327,63138,2963,2290,1059,39165,27014
0.5-1.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,122632,92710,14333,10544,95828,69268,5793,4370,1942,20126,12485
0.5-1.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,147706,106925,41898,25646,65506,36728,15020,9765,5053,56918,30699
0.5-1.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,22965,17300,1706,1221,19085,14153,160,123,73,1866,1294
0.5-1.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,13195,9767,7731,5508,4244,3085,325,231,158,8056,5665
0.5-1.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,5744,4193,3508,2219,1734,1221,403,296,264,3911,2482
0.5-1.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,10803,7950,2422,1567,6235,4034,1162,672,400,3584,1967
0.5-1.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,9061,6712,1958,1160,4374,2659,582,415,259,2540,1419
0.5-1.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,25444,18841,3962,2500,17890,12233,1262,967,489,5224,2989
0.5-1.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,24934,18315,9782,5939,8434,5498,1325,996,507,11107,6445
0.5-1.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,29754,21999,16973,12138,9275,6712,2472,1888,973,19445,13111
0.5-1.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,41686,30697,13025,9202,24139,17433,1825,1356,618,14850,9820
0.5-1.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,10287,7526,2747,1792,4775,3120,1320,958,511,4067,2303
0.5-1.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,10397,7579,1866,1258,7516,5324,900,676,424,2766,1681
0.5-1.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,24516,18132,7958,5368,11426,7677,5132,3717,1666,13090,7034
0.5-1.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,8431,6303,2683,1822,4155,2151,217,162,86,2900,1907
0.5-1.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,4933,3626,2852,2054,1518,1086,0,0,0,2852,2054
0.5-1.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,3163,2316,1346,929,1600,1061,96,73,37,1442,966
0.5-1.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,6342,4639,3928,2770,1918,1276,88,62,29,4016,2799
0.5-1.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,3597,2622,1275,901,1931,1205,104,76,40,1379,940
0.5-1.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,5970,4296,4481,2969,1077,789,61,41,21,4542,2990
0.5-1.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,3000,2097,987,529,1122,687,60,37,16,1047,545
0.5-1.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,3460,2576,990,688,2031,1421,87,64,27,1077,716
0.5-1.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,6801,5173,348,260,6089,4275,157,123,57,505,316
0.5-1.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,4960,3521,1661,926,2419,1222,250,157,55,1911,981
0.5-1.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,115153,85754,20217,14442,84892,62649,1351,1037,556,21568,14998
0.5-1.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,130280,95460,72456,49208,43075,30612,5860,4225,2689,78316,51898
0.5-1.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,172669,126030,116222,82184,35787,24579,15077,11010,8210,131299,90394
0.5-1.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,175759,128007,41436,25738,95589,59150,20740,13300,7434,62176,33171
0.5-1.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,92608,68189,18439,10224,41912,23530,4834,2884,1408,23273,11632
0.5-1.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,244407,181468,43552,28642,163113,112372,14958,11226,5579,58510,34222
0.5-1.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,189071,139326,77074,49053,59909,38875,13694,9854,5217,90768,54269
0.5-1.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,164108,120394,99049,68752,41720,29189,13638,10356,5661,112687,74413
0.5-1.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,120992,88605,53383,37882,54239,38894,6876,5125,2531,60259,40413
0.5-1.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,118571,84742,71706,49992,25052,17264,18067,13070,7517,89773,57508
0.5-1.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,100576,72296,35785,24628,31251,21470,31533,22002,12172,67318,36800
0.5-1.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,105990,75362,46698,31761,34891,23916,24401,17387,8514,71099,40276
0.5-1.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,140848,101019,92929,65739,32695,22048,13176,9505,5613,106105,71353
0.5-1.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,129591,93569,120571,86522,7283,5141,565,422,210,121136,86732
0.5-1.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,139148,101590,99567,72155,35242,25811,3060,2298,1154,102627,73310
0.5-1.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,210486,152412,132114,94707,67409,47919,2745,2206,1139,134859,95845
0.5-1.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,164258,120371,43043,30002,106645,73252,6042,4457,1929,49085,31931
0.5-1.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,110204,80288,83482,57468,16356,11801,1583,928,463,85065,57930
0.5-1.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,118412,85808,48244,30855,40576,28176,3285,2304,1053,51529,31908
0.5-1.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,159152,118677,43578,31125,103398,76301,3615,2771,1273,47193,32398
0.5-1.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,150381,113525,16838,12350,119235,86082,6278,4724,2096,23116,14446
0.5-1.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,176800,127463,51340,31143,77972,43489,16787,10945,5627,68127,36770
3.0-4.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,3,10,0,0,3,5,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,3,10,2,5,1,2,0,0,0,2,5
3.0-4.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,11,37,3,5,5,9,2,3,2,5,6
3.0-4.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,15,51,5,9,1,2,7,6,5,12,14
3.0-4.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,10,34,2,3,8,15,0,0,0,2,3
3.0-4.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,1,3,0,0,1,2,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,17,60,8,14,4,10,5,16,14,13,28
3.0-4.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,36,125,22,42,3,8,11,25,16,33,59
3.0-4.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,8,26,3,6,1,2,4,12,6,7,12
3.0-4.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,11,38,2,3,8,17,1,3,1,3,5
3.0-4.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,48,166,43,111,5,10,0,0,0,43,111
3.0-4.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,53,185,51,151,2,3,0,0,0,51,151
3.0-4.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,1,4,0,0,1,4,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,70,244,29,61,40,83,0,0,0,29,61
3.0-4.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,12,40,0,0,12,25,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,51,175,42,83,9,31,0,0,0,42,83
3.0-4.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,1,3,0,0,1,2,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,1,3,1,2,0,0,0,0,0,1,2
3.0-4.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,67,230,3,5,52,115,11,31,7,14,12
3.0-4.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,2,7,1,2,1,2,0,0,0,1,2
3.0-4.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,2165,7452,75,188,1685,5436,190,620,284,265,472
3.0-4.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,364,1231,182,476,82,246,97,290,65,279,541
3.0-4.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,640,2183,258,687,232,685,131,385,307,389,993
3.0-4.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,772,2623,180,391,456,1335,104,302,136,284,527
3.0-4.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,903,3069,89,142,483,1150,242,457,191,331,334
3.0-4.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,1995,6818,324,867,1002,2758,605,1859,776,929,1644
3.0-4.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,847,2895,298,643,188,407,273,719,343,571,986
3.0-4.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,762,2631,219,575,237,684,274,782,476,493,1051
3.0-4.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,374,1281,99,265,168,484,91,291,129,190,394
