size_class,social_group,district_name,district_code,state_name,state_code,holding_no,holding_ar,holding_whly_irri_no,holding_whly_irri_ar,holding_whly_rain_no,holding_whly_rain_ar,holding_prtly_irri_no,holding_prtly_irri_tot-ar,holding_prtly_irri_irri-ar,holding_recve_irri_no,holding_recve_irri_irri-ar
5.0-7.5,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,1,5,1,3,0,0,0,0,0,1,3
5.0-7.5,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,20,128,13,53,7,23,0,0,0,13,53
5.0-7.5,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,35,210,17,69,4,13,13,78,31,30,100
5.0-7.5,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,15,91,9,27,2,6,3,9,1,12,28
5.0-7.5,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,15,93,8,25,7,40,0,0,0,8,25
5.0-7.5,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,36,229,34,138,2,8,0,0,0,34,138
5.0-7.5,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,77,469,72,322,1,4,0,0,0,72,322
5.0-7.5,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,3,19,2,6,0,0,1,6,2,3,9
5.0-7.5,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,98,603,49,207,41,208,8,45,35,57,242
5.0-7.5,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,25,150,2,6,23,57,0,0,0,2,6
5.0-7.5,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,46,275,37,132,4,18,0,0,0,37,132
5.0-7.5,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,0,0,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,8,50,6,35,2,7,0,0,0,6,35
5.0-7.5,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,99,608,6,23,93,464,0,0,0,6,23
5.0-7.5,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,2,14,1,4,1,3,0,0,0,1,4
5.0-7.5,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,882,5291,20,76,729,3828,63,359,164,83,240
5.0-7.5,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,70,417,35,135,14,40,19,114,16,54,152
5.0-7.5,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,201,1184,101,441,52,158,44,193,153,145,594
5.0-7.5,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,239,1420,47,209,137,630,38,201,86,85,294
5.0-7.5,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,252,1507,52,139,152,519,42,146,57,94,196
5.0-7.5,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,648,3834,100,423,379,1484,160,842,355,260,778
5.0-7.5,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,256,1532,97,328,44,130,83,362,159,180,487
5.0-7.5,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,339,2032,111,431,90,470,118,609,287,229,717
5.0-7.5,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,142,829,72,279,47,179,23,131,60,95,338
5.0-7.5,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,8,49,6,19,2,6,0,0,0,6,19
5.0-7.5,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,38,229,12,37,14,62,12,58,21,24,58
5.0-7.5,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,35,195,19,51,11,33,5,25,12,24,63
5.0-7.5,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,50,293,31,107,16,53,3,14,11,34,118
5.0-7.5,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,111,637,90,417,8,42,7,42,20,97,437
5.0-7.5,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,105,634,57,253,36,174,12,72,36,69,289
5.0-7.5,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,99,583,79,291,20,80,0,0,0,79,291
5.0-7.5,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,192,1117,46,99,108,343,37,182,97,83,196
5.0-7.5,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,124,741,79,289,37,202,2,9,1,81,290
5.0-7.5,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,63,365,10,28,46,158,5,20,7,15,36
5.0-7.5,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,903,5278,166,797,616,2618,103,573,246,269,1042
5.0-7.5,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,456,2681,12,74,335,1585,76,342,115,88,189
5.0-7.5,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,102,615,34,139,37,109,29,145,59,63,198
5.0-7.5,OTHERS,ADILABAD,532,TELANGANA,37,6273,37611,246,1271,4517,25496,1073,6147,2395,1319,3666
5.0-7.5,OTHERS,NIZAMABAD,533,TELANGANA,37,2390,14233,1055,5603,497,2687,690,3639,1398,1745,7001
5.0-7.5,OTHERS,KARIMNAGAR,534,TELANGANA,37,5119,30571,1992,10661,300,1674,1916,8864,6619,3908,17281
5.0-7.5,OTHERS,MEDAK,535,TELANGANA,37,5856,35164,1227,4859,2782,14814,1466,6401,2928,2693,7787
5.0-7.5,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,4452,26811,990,2562,1525,5516,1259,4175,1727,2249,4289
5.0-7.5,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,12803,76975,1840,9207,4204,20208,6026,30678,13145,7866,22353
5.0-7.5,OTHERS,NALGONDA,539,TELANGANA,37,10088,60275,2493,11171,1360,5301,5087,22501,10134,7580,21305
5.0-7.5,OTHERS,WARANGAL,540,TELANGANA,37,5223,31330,1726,8755,993,5413,1710,8037,4310,3436,13065
5.0-7.5,OTHERS,KHAMMAM,541,TELANGANA,37,4043,24180,1335,7565,1283,7011,1378,7568,3729,2713,11293
5.0-7.5,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,1756,10395,745,4353,232,1325,744,4253,2424,1489,6777
5.0-7.5,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,2491,14850,389,1991,714,3643,1349,6813,3166,1738,5157
5.0-7.5,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,1318,7800,399,2153,479,2510,440,2401,1089,839,3242
5.0-7.5,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,2629,15589,1399,7612,713,3736,513,2850,1489,1912,9101
5.0-7.5,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,4142,24754,3620,21204,196,1153,102,632,368,3722,21572
5.0-7.5,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,4955,29678,2546,14793,1473,8840,874,5087,2079,3420,16872
5.0-7.5,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,5057,29709,2750,15551,1258,7058,665,3747,2195,3415,17746
5.0-7.5,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,10562,63224,1433,5861,5643,23904,3071,15712,5986,4504,11846
5.0-7.5,OTHERS,NELLORE,550,ANDHRA PRADESH,36,5364,32207,2646,13276,1334,7636,515,2647,1065,3161,14341
5.0-7.5,OTHERS,KADAPA,551,ANDHRA PRADESH,36,5102,30181,932,3588,2530,13185,1238,5991,2427,2170,6015
5.0-7.5,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,18686,112269,3092,16585,11533,61019,3686,20425,7240,6778,23825
5.0-7.5,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,18870,112921,1262,6776,11035,59728,5741,28413,10331,7003,17108
5.0-7.5,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,4514,26965,784,3262,751,2681,2736,10782,4793,3520,8055
5.0-7.5,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,2372,14197,41,162,1825,10330,75,354,130,116,293
5.0-7.5,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,44,261,14,39,19,59,9,50,8,23,47
5.0-7.5,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,74,432,51,148,7,20,7,28,28,58,177
5.0-7.5,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,258,1531,21,60,193,959,17,56,25,38,86
5.0-7.5,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,196,1162,45,96,110,376,34,123,52,79,148
5.0-7.5,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,647,3879,91,304,259,996,276,1218,348,367,653
5.0-7.5,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,561,3326,134,473,117,505,250,1166,607,384,1079
5.0-7.5,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,689,4153,325,1513,151,743,146,752,415,471,1928
5.0-7.5,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,1676,9964,228,1190,830,4577,498,2548,906,726,2097
5.0-7.5,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,119,699,19,68,45,151,37,185,39,56,107
5.0-7.5,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,314,1877,15,59,178,970,119,689,319,134,378
5.0-7.5,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,3638,21890,513,3036,1252,5393,1873,8224,2714,2386,5750
5.0-7.5,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,1885,11338,284,1062,1288,2302,210,594,192,494,1254
5.0-7.5,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,334,1992,210,1159,95,548,0,0,0,210,1159
5.0-7.5,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,39,238,18,85,21,80,0,0,0,18,85
5.0-7.5,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,73,426,22,74,25,105,2,12,9,24,83
5.0-7.5,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,48,276,20,66,22,66,5,24,10,25,76
5.0-7.5,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,28,166,26,104,1,6,1,5,5,27,109
5.0-7.5,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,22,128,7,28,13,47,1,7,2,8,30
5.0-7.5,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,192,1135,16,95,167,750,9,46,19,25,113
5.0-7.5,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,302,1780,13,81,207,861,82,391,114,95,195
5.0-7.5,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,29,166,4,20,9,39,16,54,15,20,36
5.0-7.5,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,9530,57118,308,1513,7073,39663,1211,6860,2689,1519,4202
5.0-7.5,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,2515,14984,1115,5814,530,2786,718,3803,1423,1833,7237
5.0-7.5,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,5397,32207,2146,11257,360,1855,1967,9086,6801,4113,18057
5.0-7.5,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,6365,38185,1297,5139,3120,16425,1521,6658,3039,2818,8178
5.0-7.5,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,4913,29558,1095,2821,1788,6414,1337,4448,1837,2432,4658
5.0-7.5,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,14101,84707,2031,9935,4845,22697,6462,32739,13848,8493,23783
5.0-7.5,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,10915,65198,2730,12001,1524,5945,5421,24032,10901,8151,22902
5.0-7.5,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,6252,37520,2163,10701,1234,6626,1974,9398,5012,4137,15713
5.0-7.5,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,5881,35101,1648,9087,2167,11789,1899,10246,4694,3547,13781
5.0-7.5,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,1918,11354,787,4509,283,1494,794,4516,2495,1581,7003
5.0-7.5,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,2858,17046,425,2114,908,4680,1483,7568,3507,1908,5621
5.0-7.5,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,5006,29978,939,5264,1749,7976,2318,10651,3815,3257,9079
5.0-7.5,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,4600,27449,1748,8919,2019,6100,726,3458,1692,2474,10611
5.0-7.5,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,4664,27852,3992,23102,300,1746,109,674,388,4101,23489
5.0-7.5,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,5102,30569,2623,15137,1530,9095,887,5165,2118,3510,17254
5.0-7.5,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,5327,31322,2900,16123,1344,7450,675,3804,2239,3575,18362
5.0-7.5,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,10827,64768,1501,6032,5796,24370,3113,15918,6092,4614,12124
5.0-7.5,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,5562,33390,2788,13801,1376,7862,518,2661,1071,3306,14872
5.0-7.5,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,5187,30674,949,3644,2589,13389,1244,6018,2437,2193,6081
5.0-7.5,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,19789,118732,3280,17512,12318,64395,3798,21044,7505,7078,25017
5.0-7.5,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,19727,117990,1293,6954,11670,62639,5899,29147,10561,7192,17515
5.0-7.5,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,4647,27759,823,3426,798,2832,2781,10981,4867,3604,8292
4.0-5.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,2,9,0,0,2,5,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,2,8,1,2,0,0,0,0,0,1,2
4.0-5.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,3,14,2,5,1,2,0,0,0,2,5
4.0-5.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,10,44,2,4,5,11,1,2,1,3,6
4.0-5.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,15,67,8,18,2,5,5,6,5,13,23
4.0-5.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,4,17,4,11,0,0,0,0,0,4,11
4.0-5.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,7,32,5,17,2,5,0,0,0,5,17
4.0-5.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,37,165,23,67,5,12,9,26,15,32,83
4.0-5.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,7,32,2,4,5,15,0,0,0,2,4
4.0-5.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,17,75,16,38,1,4,0,0,0,16,38
4.0-5.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,37,163,30,87,4,6,3,13,12,33,99
4.0-5.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,53,237,47,139,6,14,0,0,0,47,139
4.0-5.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,0,0,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,81,364,40,126,36,96,5,22,17,45,144
4.0-5.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,12,54,1,2,10,29,1,4,2,2,4
4.0-5.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,26,113,25,80,1,2,0,0,0,25,80
4.0-5.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,1,4,1,2,0,0,0,0,0,1,2
4.0-5.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,6,26,2,4,4,9,0,0,0,2,4
4.0-5.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,59,269,2,4,46,167,11,45,8,13,12
4.0-5.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,1,5,1,2,0,0,0,0,0,1,2
4.0-5.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,1093,4811,28,95,986,3965,35,136,65,63,160
4.0-5.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,130,573,58,195,40,123,32,132,23,90,218
4.0-5.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,306,1344,157,495,73,200,61,236,199,218,694
4.0-5.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,318,1403,87,285,196,734,32,117,42,119,327
4.0-5.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,345,1527,37,85,201,571,80,227,112,117,197
4.0-5.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,1162,5158,208,716,640,2259,292,1118,460,500,1176
4.0-5.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,393,1739,134,349,109,291,129,452,172,263,521
4.0-5.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,575,2554,144,498,235,740,170,568,304,314,802
4.0-5.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,259,1133,64,191,151,478,40,155,92,104,283
4.0-5.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,17,75,13,33,4,9,0,0,0,13,33
4.0-5.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,73,320,46,101,19,43,8,33,21,54,122
4.0-5.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,36,159,17,37,14,42,5,22,7,22,43
4.0-5.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,101,450,39,107,56,189,5,16,13,44,120
4.0-5.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,100,443,89,260,4,15,2,11,6,91,266
4.0-5.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,180,796,124,387,38,102,16,63,29,140,416
4.0-5.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,220,967,149,370,32,91,21,79,58,170,427
4.0-5.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,338,1481,68,137,185,558,51,176,81,119,218
4.0-5.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,229,999,143,444,36,131,23,61,19,166,463
4.0-5.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,74,328,12,28,53,141,6,22,7,18,35
4.0-5.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,1135,5063,271,1034,744,2657,113,447,140,384,1174
4.0-5.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,585,2598,23,85,446,1556,87,312,111,110,196
4.0-5.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,131,578,33,86,63,159,35,98,38,68,124
4.0-5.0,OTHERS,ADILABAD,532,TELANGANA,37,6692,29659,301,1231,4946,20836,1077,4624,2087,1378,3318
4.0-5.0,OTHERS,NIZAMABAD,533,TELANGANA,37,2968,13100,1231,4714,646,2631,936,3712,1594,2167,6308
4.0-5.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,6545,29009,2636,10835,434,1831,2430,9075,7158,5066,17993
4.0-5.0,OTHERS,MEDAK,535,TELANGANA,37,6313,27952,1497,4738,2834,11033,1655,5610,2633,3152,7371
4.0-5.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,4732,20941,818,1779,1833,5030,1216,3021,1407,2034,3186
4.0-5.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,14749,65567,2458,8828,5213,18979,6351,24744,11052,8809,19880
4.0-5.0,OTHERS,NALGONDA,539,TELANGANA,37,11525,51062,3007,10208,1924,6025,5225,18269,7846,8232,18054
4.0-5.0,OTHERS,WARANGAL,540,TELANGANA,37,6739,29915,2236,8369,1412,5855,2113,7580,4019,4349,12389
4.0-5.0,OTHERS,KHAMMAM,541,TELANGANA,37,5118,22606,1897,7893,1447,6226,1627,6589,3061,3524,10954
4.0-5.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,2590,11459,1385,6105,345,1490,824,3472,1969,2209,8074
4.0-5.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,3260,14454,633,2528,718,2544,1838,7072,3881,2471,6409
4.0-5.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,1502,6615,562,2205,454,1843,486,1987,865,1048,3070
4.0-5.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,3504,15456,1975,8318,905,3718,611,2614,1308,2586,9626
4.0-5.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,4710,20810,4220,18400,264,1158,132,584,373,4352,18773
4.0-5.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,6321,27986,3348,14580,1844,8039,1059,4626,1983,4407,16564
4.0-5.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,7419,32906,4210,18288,1746,7482,814,3422,2046,5024,20334
4.0-5.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,11581,51353,1627,4868,6452,21557,2978,11459,5154,4605,10022
4.0-5.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,5665,25101,3276,12351,1287,5173,368,1366,597,3644,12947
4.0-5.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,6462,28666,1293,4109,3309,12709,1437,5411,2175,2730,6284
4.0-5.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,18829,83777,3419,13148,12477,50676,2573,10484,3877,5992,17025
4.0-5.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,19378,85789,1320,5188,11386,47229,5997,22009,8303,7317,13491
4.0-5.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,5318,23533,1001,3277,1066,2886,2894,8928,4112,3895,7389
4.0-5.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,3925,16969,48,113,3165,13047,69,292,158,117,271
4.0-5.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,70,309,31,96,24,61,7,30,11,38,107
4.0-5.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,140,618,105,265,23,79,12,46,34,117,299
4.0-5.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,258,1152,33,92,177,693,38,148,71,71,163
4.0-5.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,286,1265,70,164,146,388,70,220,73,140,237
4.0-5.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,1055,4664,160,432,479,1425,324,1183,511,484,943
4.0-5.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,726,3214,203,574,211,678,276,1010,560,479,1134
4.0-5.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,1152,5130,527,2110,307,1240,218,854,442,745,2551
4.0-5.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,2565,11207,286,894,1377,5723,730,2781,1197,1016,2090
4.0-5.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,170,752,51,113,74,223,25,95,55,76,168
4.0-5.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,412,1806,58,178,219,819,133,571,288,191,465
4.0-5.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,3508,15596,305,1274,1651,6007,1552,5469,2004,1857,3279
4.0-5.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,1851,8225,323,1107,1222,1740,145,309,88,468,1195
4.0-5.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,369,1641,240,991,60,251,5,22,12,245,1003
4.0-5.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,64,284,23,54,29,64,6,27,13,29,67
4.0-5.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,159,704,85,239,61,236,10,42,24,95,263
4.0-5.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,68,301,25,62,30,80,12,52,17,37,78
4.0-5.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,56,247,37,78,15,66,2,6,3,39,81
4.0-5.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,41,184,4,15,35,91,0,0,0,4,15
4.0-5.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,289,1278,32,90,241,739,5,19,5,37,95
4.0-5.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,317,1389,0,0,261,888,47,173,66,47,66
4.0-5.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,37,164,2,6,28,82,4,11,4,6,11
4.0-5.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,11712,51449,377,1439,9099,37853,1181,5051,2310,1558,3749
4.0-5.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,3170,13990,1321,5006,710,2814,975,3874,1628,2296,6635
4.0-5.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,6994,30985,2900,11600,531,2113,2503,9357,7391,5403,18991
4.0-5.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,6899,30551,1619,5120,3212,12472,1726,5876,2748,3345,7867
4.0-5.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,5378,23800,933,2045,2182,5994,1371,3473,1597,2304,3643
4.0-5.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,16966,75389,2826,9977,6332,22663,6967,27044,12023,9793,22000
4.0-5.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,12648,56031,3348,11141,2244,6994,5630,19731,8579,8978,19720
4.0-5.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,8466,37599,2907,10977,1954,7835,2501,9002,4764,5408,15741
4.0-5.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,7949,34978,2252,8995,2977,12431,2397,9524,4350,4649,13345
4.0-5.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,2814,12451,1472,6318,428,1733,858,3592,2040,2330,8358
4.0-5.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,3752,16613,739,2811,961,3421,1979,7676,4190,2718,7001
